gem_id,meaning_representation,target,references
viggo-train-842,"inform(name[Tom Clancy's The Division], esrb[M (for Mature)], genres[role-playing, shooter, tactical])","Tom Clancy's The Division is a tactical, role-playing, shooter that is rated M (for Mature).","[""Tom Clancy's The Division is a tactical, role-playing, shooter that is rated M (for Mature).""]"
viggo-train-843,"inform(name[Need for Speed: The Run], release_year[2011], rating[average], genres[driving/racing], player_perspective[first person, third person])",Need for Speed: The Run is a driving/racing game released in 2011. It is considered to be average quality and allows first or third person perspective for the player.,['Need for Speed: The Run is a driving/racing game released in 2011. It is considered to be average quality and allows first or third person perspective for the player.']
viggo-train-844,"inform(name[Need for Speed: The Run], release_year[2011], rating[average], genres[driving/racing], player_perspective[first person, third person])","The 2011 racing game, Need for Speed: The Run, was decent and offers both first and third person perspectives.","['The 2011 racing game, Need for Speed: The Run, was decent and offers both first and third person perspectives.']"
viggo-train-845,"inform(name[Need for Speed: The Run], release_year[2011], rating[average], genres[driving/racing], player_perspective[first person, third person])",Need for Speed: The Run is a first and third person racing game from 2011 with average reviews.,['Need for Speed: The Run is a first and third person racing game from 2011 with average reviews.']
viggo-train-846,"inform(name[Never Alone], genres[adventure, indie, platformer], platforms[PlayStation, Xbox, PC], available_on_steam[yes])","Never Alone is an indie adventure platformer. It is available on Steam, and is also available for PlayStation, Xbox, and PC.","['Never Alone is an indie adventure platformer. It is available on Steam, and is also available for PlayStation, Xbox, and PC.']"
viggo-train-847,"inform(name[Never Alone], genres[adventure, indie, platformer], platforms[PlayStation, Xbox, PC], available_on_steam[yes])","The indie adventure platformer, Never Alone, was released for PlayStation, Xbox, and PC. The game is available on Steam.","['The indie adventure platformer, Never Alone, was released for PlayStation, Xbox, and PC. The game is available on Steam.']"
viggo-train-848,"inform(name[Never Alone], genres[adventure, indie, platformer], platforms[PlayStation, Xbox, PC], available_on_steam[yes])","Never Alone is an indie adventure platformer. It's available for PC, PlayStation, and Xbox. It is also available on Steam.","[""Never Alone is an indie adventure platformer. It's available for PC, PlayStation, and Xbox. It is also available on Steam.""]"
viggo-train-849,"inform(name[Stronghold 2], rating[average], genres[real-time strategy, simulation])",Stronghold 2 is an average quality real-time strategy simulation game.,['Stronghold 2 is an average quality real-time strategy simulation game.']
viggo-train-850,"inform(name[Stronghold 2], rating[average], genres[real-time strategy, simulation])","You could consider Stronghold 2, it's an RTS simulator with average ratings.","[""You could consider Stronghold 2, it's an RTS simulator with average ratings.""]"
viggo-train-851,"inform(name[Stronghold 2], rating[average], genres[real-time strategy, simulation])",Stronghold 2 is a real-time strategy and simulation game that has an average rating.,['Stronghold 2 is a real-time strategy and simulation game that has an average rating.']
viggo-train-852,"confirm(name[NBA 2K19], exp_release_date[September 11, 2018])","Hey, is the NBA 2K19 you mentioned the one that's supposed to come out on September 11, 2018?","[""Hey, is the NBA 2K19 you mentioned the one that's supposed to come out on September 11, 2018?""]"
viggo-train-853,"confirm(name[NBA 2K19], exp_release_date[September 11, 2018])","Do you mean the game launching September 11, 2018, NBA 2K19?","['Do you mean the game launching September 11, 2018, NBA 2K19?']"
viggo-train-854,"confirm(name[NBA 2K19], exp_release_date[September 11, 2018])","You mean the NBA 2K19 slated for release on September 11, 2018, right?","['You mean the NBA 2K19 slated for release on September 11, 2018, right?']"
viggo-train-855,"confirm(name[NBA 2K19], exp_release_date[September 11, 2018])","The NBA 2K19 that will be released on September 11, 2018?","['The NBA 2K19 that will be released on September 11, 2018?']"
viggo-train-856,"confirm(name[NBA 2K19], exp_release_date[September 11, 2018])","You mean the NBA 2K19 slated for release on September 11, 2018, right?","['You mean the NBA 2K19 slated for release on September 11, 2018, right?']"
viggo-train-857,"confirm(name[NBA 2K19], exp_release_date[September 11, 2018])","Are you talking about NBA 2K19 that's coming out September 11, 2018?","[""Are you talking about NBA 2K19 that's coming out September 11, 2018?""]"
viggo-train-858,"suggest(name[Small World 2], release_year[2010], developer[Days of Wonder])","Do you enjoy games from Days of Wonder, such as 2010's Small World 2?","[""Do you enjoy games from Days of Wonder, such as 2010's Small World 2?""]"
viggo-train-859,"suggest(name[Small World 2], release_year[2010], developer[Days of Wonder])",Have you heard of the game by Days of Wonder that came out in 2010 called Small World 2?,['Have you heard of the game by Days of Wonder that came out in 2010 called Small World 2?']
viggo-train-860,"suggest(name[Small World 2], release_year[2010], developer[Days of Wonder])","I was wondering, do you also like the 2010 games developed by Days of Wonder, such as Small World 2?","['I was wondering, do you also like the 2010 games developed by Days of Wonder, such as Small World 2?']"
viggo-train-861,"inform(name[Assassin's Creed II], release_year[2009], rating[good], genres[action-adventure, platformer], player_perspective[third person])","Assassin's Creed II, a solid action-adventure platformer from 2009, is played in the third person perspective.","[""Assassin's Creed II, a solid action-adventure platformer from 2009, is played in the third person perspective.""]"
viggo-train-862,"inform(name[Assassin's Creed II], release_year[2009], rating[good], genres[action-adventure, platformer], player_perspective[third person])",Assassin's Creed II is a third person action-adventure platformer released in 2009. The game received good ratings from players.,"[""Assassin's Creed II is a third person action-adventure platformer released in 2009. The game received good ratings from players.""]"
viggo-train-863,"inform(name[Assassin's Creed II], release_year[2009], rating[good], genres[action-adventure, platformer], player_perspective[third person])",Assassin's Creed II is a good game released in 2009. It's an action-adventure platformer that is played in third person perspective.,"[""Assassin's Creed II is a good game released in 2009. It's an action-adventure platformer that is played in third person perspective.""]"
viggo-train-864,"recommend(name[Age of Empires II: The Age of Kings], developer[Ensemble Studios], esrb[T (for Teen)])","Speaking of T (for Teen) games from Ensemble Studios, have you heard of Age of Empires II: The Age of Kings?","['Speaking of T (for Teen) games from Ensemble Studios, have you heard of Age of Empires II: The Age of Kings?']"
viggo-train-865,"recommend(name[Age of Empires II: The Age of Kings], developer[Ensemble Studios], esrb[T (for Teen)])","If we're talking about T rated games made by Ensemble Studios, Age of Empires II: The Age of Kings is one of the best. Have you played it before?","[""If we're talking about T rated games made by Ensemble Studios, Age of Empires II: The Age of Kings is one of the best. Have you played it before?""]"
viggo-train-866,"recommend(name[Age of Empires II: The Age of Kings], developer[Ensemble Studios], esrb[T (for Teen)])","Since you seem to be a fan of teen-rated games by Ensemble Studios, I thought you might like Age of Empires II: The Age of Kings. Have you heard about the game?","['Since you seem to be a fan of teen-rated games by Ensemble Studios, I thought you might like Age of Empires II: The Age of Kings. Have you heard about the game?']"
viggo-train-867,"inform(name[Portal 2], developer[Valve Corporation], genres[platformer, puzzle, shooter], player_perspective[first person], platforms[PlayStation, PC], available_on_steam[yes])","Portal 2 is a platforming first person shooter with puzzle elements. The game was developed by Valve Corporation for PlayStation and PC, and you can get it on Steam.","['Portal 2 is a platforming first person shooter with puzzle elements. The game was developed by Valve Corporation for PlayStation and PC, and you can get it on Steam.']"
viggo-train-868,"inform(name[Portal 2], developer[Valve Corporation], genres[platformer, puzzle, shooter], player_perspective[first person], platforms[PlayStation, PC], available_on_steam[yes])","Portal 2 by Valve Corporation is a first person, puzzle, platformer, shooter game. It runs on PlayStation and PC, and is available for Steam.","['Portal 2 by Valve Corporation is a first person, puzzle, platformer, shooter game. It runs on PlayStation and PC, and is available for Steam.']"
viggo-train-869,"inform(name[Portal 2], developer[Valve Corporation], genres[platformer, puzzle, shooter], player_perspective[first person], platforms[PlayStation, PC], available_on_steam[yes])","Portal 2, developed by Valve Corporation, is a first person shooter with puzzle and platformer elements. It is available for PlayStation, PC, and on Steam.","['Portal 2, developed by Valve Corporation, is a first person shooter with puzzle and platformer elements. It is available for PlayStation, PC, and on Steam.']"
viggo-train-870,"inform(name[RollerCoaster Tycoon], release_year[1999], developer[MicroProse], genres[simulation, strategy], player_perspective[bird view], platforms[Xbox, PC], has_linux_release[yes], has_mac_release[no])","RollerCoaster Tycoon is a simulation strategy game that sports a bird view and was released on platforms of PC and Xbox by game developer MicroProse in 1999. It can also run on Linux, though not on Mac.","['RollerCoaster Tycoon is a simulation strategy game that sports a bird view and was released on platforms of PC and Xbox by game developer MicroProse in 1999. It can also run on Linux, though not on Mac.']"
viggo-train-871,"inform(name[RollerCoaster Tycoon], release_year[1999], developer[MicroProse], genres[simulation, strategy], player_perspective[bird view], platforms[Xbox, PC], has_linux_release[yes], has_mac_release[no])","RollerCoaster Tycoon is a 1999 game by MicroProse with bird view. It is a simulation-strategy game for Xbox and PC. It is supported by Linux, but not Mac.","['RollerCoaster Tycoon is a 1999 game by MicroProse with bird view. It is a simulation-strategy game for Xbox and PC. It is supported by Linux, but not Mac.']"
viggo-train-872,"inform(name[RollerCoaster Tycoon], release_year[1999], developer[MicroProse], genres[simulation, strategy], player_perspective[bird view], platforms[Xbox, PC], has_linux_release[yes], has_mac_release[no])","1999 saw the release of RollerCoaster Tycoon from MicroProse on Xbox, PC, and Linux (but not Mac). It's a strategy sim that lets you survey your domain with a bird view perspective.","[""1999 saw the release of RollerCoaster Tycoon from MicroProse on Xbox, PC, and Linux (but not Mac). It's a strategy sim that lets you survey your domain with a bird view perspective.""]"
viggo-train-873,"inform(name[Tony Hawk's Pro Skater 3], rating[average], genres[sport], platforms[PlayStation, Xbox, Nintendo, PC], has_linux_release[no], has_mac_release[yes])","Tony Hawk's Pro Skater 3 is a sports game developed for PlayStation, Xbox, Nintendo, and PC. The game was released to average critical reception. The game is currently available on major platforms including Mac, with no Linux release.","[""Tony Hawk's Pro Skater 3 is a sports game developed for PlayStation, Xbox, Nintendo, and PC. The game was released to average critical reception. The game is currently available on major platforms including Mac, with no Linux release.""]"
viggo-train-874,"inform(name[Tony Hawk's Pro Skater 3], rating[average], genres[sport], platforms[PlayStation, Xbox, Nintendo, PC], has_linux_release[no], has_mac_release[yes])","If sport games are your thing you should look into Tony Hawk's Pro Skater 3. It was released for PlayStation, Xbox, Nintendo, and PC and got an average rating. It did get a Mac release but no Linux.","[""If sport games are your thing you should look into Tony Hawk's Pro Skater 3. It was released for PlayStation, Xbox, Nintendo, and PC and got an average rating. It did get a Mac release but no Linux.""]"
viggo-train-875,"inform(name[Tony Hawk's Pro Skater 3], rating[average], genres[sport], platforms[PlayStation, Xbox, Nintendo, PC], has_linux_release[no], has_mac_release[yes])","Tony Hawk's Pro Skater 3 is a sport game. It has received average ratings and was released on PlayStation, Xbox, Nintendo, PC, with Mac support. It currently does not have a Linux release.","[""Tony Hawk's Pro Skater 3 is a sport game. It has received average ratings and was released on PlayStation, Xbox, Nintendo, PC, with Mac support. It currently does not have a Linux release.""]"
viggo-train-876,"recommend(name[Undertale], has_linux_release[yes], has_mac_release[yes])","And speaking of games that can be played on both Mac and Linux, are you familiar with Undertale?","['And speaking of games that can be played on both Mac and Linux, are you familiar with Undertale?']"
viggo-train-877,"recommend(name[Undertale], has_linux_release[yes], has_mac_release[yes])","Don't you like games that have Linux and Mac releases? Either way, there's this fun game called Undertale I think you'd like that runs on both. Have you played it?","[""Don't you like games that have Linux and Mac releases? Either way, there's this fun game called Undertale I think you'd like that runs on both. Have you played it?""]"
viggo-train-878,"recommend(name[Undertale], has_linux_release[yes], has_mac_release[yes])","If you play games both on Mac and Linux, Undertale is definitely one to check out. Have you heard of it?","['If you play games both on Mac and Linux, Undertale is definitely one to check out. Have you heard of it?']"
viggo-train-879,"inform(name[FIFA 12], esrb[E (for Everyone)], genres[simulation, sport], player_perspective[bird view, side view], platforms[PlayStation, Xbox, Nintendo, PC], available_on_steam[no])","FIFA 12 is an E rated sports simulation game with a both a bird view, side view. It was released for PlayStation, Xbox, Nintendo, PC, but it has not been released on Steam.","['FIFA 12 is an E rated sports simulation game with a both a bird view, side view. It was released for PlayStation, Xbox, Nintendo, PC, but it has not been released on Steam.']"
viggo-train-880,"inform(name[FIFA 12], esrb[E (for Everyone)], genres[simulation, sport], player_perspective[bird view, side view], platforms[PlayStation, Xbox, Nintendo, PC], available_on_steam[no])","FIFA 12 is a sports simulation available for Nintendo, Xbox, PlayStation, and PC. You get to play the game of soccer and can do so from the bird's eye or side view perspectives. It's not available on Steam but its ESRB rating is E (for Everyone).","[""FIFA 12 is a sports simulation available for Nintendo, Xbox, PlayStation, and PC. You get to play the game of soccer and can do so from the bird's eye or side view perspectives. It's not available on Steam but its ESRB rating is E (for Everyone).""]"
viggo-train-881,"inform(name[FIFA 12], esrb[E (for Everyone)], genres[simulation, sport], player_perspective[bird view, side view], platforms[PlayStation, Xbox, Nintendo, PC], available_on_steam[no])","Fifa 12 is a decent sports simulator. It's pretty cool how the game swaps from the bird's eye perspective down to a side view while you're playing. You can get the game for PlayStation, Xbox, Nintendo consoles, and PC, but unfortunately it's not on Steam. Of course, as a sports game there's not much objectionable content so it's rated E.","[""Fifa 12 is a decent sports simulator. It's pretty cool how the game swaps from the bird's eye perspective down to a side view while you're playing. You can get the game for PlayStation, Xbox, Nintendo consoles, and PC, but unfortunately it's not on Steam. Of course, as a sports game there's not much objectionable content so it's rated E.""]"
viggo-train-882,"inform(name[SpellForce 3], developer[Grimlore Games], rating[poor], genres[real-time strategy, role-playing], player_perspective[bird view])","SpellForce 3 is a poorly rated real-time strategy role-playing game with a bird view, developed by Grimlore Games.","['SpellForce 3 is a poorly rated real-time strategy role-playing game with a bird view, developed by Grimlore Games.']"
viggo-train-883,"inform(name[SpellForce 3], developer[Grimlore Games], rating[poor], genres[real-time strategy, role-playing], player_perspective[bird view])",SpellForce 3 is a real-time strategy game developed by Grimlore Games. The game incorporates role-playing elements with a bird view and was released to poor critical reception.,['SpellForce 3 is a real-time strategy game developed by Grimlore Games. The game incorporates role-playing elements with a bird view and was released to poor critical reception.']
viggo-train-884,"inform(name[SpellForce 3], developer[Grimlore Games], rating[poor], genres[real-time strategy, role-playing], player_perspective[bird view])","SpellForce 3, developed by Grimlore Games, is a poor role-playing, real-time strategy with bird view perspective.","['SpellForce 3, developed by Grimlore Games, is a poor role-playing, real-time strategy with bird view perspective.']"
viggo-train-885,"inform(name[The Room], release_year[2012], rating[excellent], genres[indie, point-and-click, puzzle], player_perspective[first person])","The Room is an excellent indie, point-and-click, puzzle game from 2012 with first person view.","['The Room is an excellent indie, point-and-click, puzzle game from 2012 with first person view.']"
viggo-train-886,"inform(name[The Room], release_year[2012], rating[excellent], genres[indie, point-and-click, puzzle], player_perspective[first person])","The Room is an excellent 2012 game. It's an indie, point-and-click, puzzle game, and it's in first person view.","[""The Room is an excellent 2012 game. It's an indie, point-and-click, puzzle game, and it's in first person view.""]"
viggo-train-887,"inform(name[The Room], release_year[2012], rating[excellent], genres[indie, point-and-click, puzzle], player_perspective[first person])",The Room from 2012 was an excellent indie game. It's a point-and-click puzzle game played in the first person.,"[""The Room from 2012 was an excellent indie game. It's a point-and-click puzzle game played in the first person.""]"
viggo-train-888,"inform(name[Quantum Break], release_year[2016], developer[Remedy Entertainment], rating[average], genres[adventure, shooter], player_perspective[third person])","Quantum Break is considered an average third person shooter, an adventure game developed by Remedy Entertainment and released in 2016.","['Quantum Break is considered an average third person shooter, an adventure game developed by Remedy Entertainment and released in 2016.']"
viggo-train-889,"inform(name[Quantum Break], release_year[2016], developer[Remedy Entertainment], rating[average], genres[adventure, shooter], player_perspective[third person])",Quantum Break by Remedy Entertainment in 2016 is a third person adventure shooter with average ratings.,['Quantum Break by Remedy Entertainment in 2016 is a third person adventure shooter with average ratings.']
viggo-train-890,"inform(name[Quantum Break], release_year[2016], developer[Remedy Entertainment], rating[average], genres[adventure, shooter], player_perspective[third person])","If you're looking for the average third person adventure-shooter, you should try Remedy Entertainment's Quantum Break. It came out in 2016.","[""If you're looking for the average third person adventure-shooter, you should try Remedy Entertainment's Quantum Break. It came out in 2016.""]"
viggo-train-891,"inform(name[Football Manager 2015], release_year[2014], developer[Sports Interactive], rating[good], genres[simulation, sport, strategy], has_multiplayer[yes])","A good strategy game, Football Manager 2015, was released in 2014 by Sports Interactive. It is a sport simulation title that also has multiplayer.","['A good strategy game, Football Manager 2015, was released in 2014 by Sports Interactive. It is a sport simulation title that also has multiplayer.']"
viggo-train-892,"inform(name[Football Manager 2015], release_year[2014], developer[Sports Interactive], rating[good], genres[simulation, sport, strategy], has_multiplayer[yes])",Football Manager 2015 is a good sport simulation strategy game by Sports Interactive. The game was released in 2014 and has multiplayer.,['Football Manager 2015 is a good sport simulation strategy game by Sports Interactive. The game was released in 2014 and has multiplayer.']
viggo-train-893,"inform(name[Football Manager 2015], release_year[2014], developer[Sports Interactive], rating[good], genres[simulation, sport, strategy], has_multiplayer[yes])",Football Manager 2015 is a good sport simulation and strategy game developed by Sports Interactive. It was released in 2014 and offers a multiplayer mode.,['Football Manager 2015 is a good sport simulation and strategy game developed by Sports Interactive. It was released in 2014 and offers a multiplayer mode.']
viggo-train-894,"give_opinion(name[Lara Croft and the Temple of Osiris], rating[average], has_multiplayer[yes])",Lara Croft and the Temple of Osiris was okay but nothing great. The problem is the shoehorned multiplayer mode just diluted the focus and prevented any part of the game from truly excelling.,['Lara Croft and the Temple of Osiris was okay but nothing great. The problem is the shoehorned multiplayer mode just diluted the focus and prevented any part of the game from truly excelling.']
viggo-train-895,"give_opinion(name[Lara Croft and the Temple of Osiris], rating[average], has_multiplayer[yes])",Lara Croft and the Temple of Osiris is an all around average experience briefly elevated by its decent multiplayer,['Lara Croft and the Temple of Osiris is an all around average experience briefly elevated by its decent multiplayer']
viggo-train-896,"give_opinion(name[Lara Croft and the Temple of Osiris], rating[average], has_multiplayer[yes])","It's the multiplayer that made Lara Croft and the Temple of Osiris a decent game. Without it, it would have been even worse.","[""It's the multiplayer that made Lara Croft and the Temple of Osiris a decent game. Without it, it would have been even worse.""]"
viggo-train-897,"inform(name[Alan Wake's American Nightmare], release_year[2012], rating[poor], genres[action-adventure, shooter], platforms[Xbox, PC], available_on_steam[yes], has_linux_release[no], has_mac_release[no])",Alan Wake's American Nightmare came out in 2012 to poor reviews. This action-adventure shooter is on Xbox and PC through Steam. There's no Linux or Mac support.,"[""Alan Wake's American Nightmare came out in 2012 to poor reviews. This action-adventure shooter is on Xbox and PC through Steam. There's no Linux or Mac support.""]"
viggo-train-898,"inform(name[Alan Wake's American Nightmare], release_year[2012], rating[poor], genres[action-adventure, shooter], platforms[Xbox, PC], available_on_steam[yes], has_linux_release[no], has_mac_release[no])","Alan Wake's American Nightmare is a pretty poor action-adventure shooter from 2012, and released for Xbox and PC only. It's available on Steam, but doesn't have a Linux or a Mac release.","[""Alan Wake's American Nightmare is a pretty poor action-adventure shooter from 2012, and released for Xbox and PC only. It's available on Steam, but doesn't have a Linux or a Mac release.""]"
viggo-train-899,"inform(name[Alan Wake's American Nightmare], release_year[2012], rating[poor], genres[action-adventure, shooter], platforms[Xbox, PC], available_on_steam[yes], has_linux_release[no], has_mac_release[no])","Released in 2012, Alan Wake's American Nightmare is a generally poorly constructed action-adventure shooter game. The game is available on Steam for Xbox and PC but it has not been released for Linux or Mac.","[""Released in 2012, Alan Wake's American Nightmare is a generally poorly constructed action-adventure shooter game. The game is available on Steam for Xbox and PC but it has not been released for Linux or Mac.""]"
viggo-train-900,"inform(name[Super Bomberman], release_year[1993], developer[Hudson Soft], esrb[E (for Everyone)], rating[average], genres[action, strategy], player_perspective[bird view], has_multiplayer[no])",Super Bomberman is a bird's eye view action strategy game developed by Hudson Soft and released in 1993. The game has an E (for Everyone) rating and received average reviews from players. The game has no multiplayer support.,"[""Super Bomberman is a bird's eye view action strategy game developed by Hudson Soft and released in 1993. The game has an E (for Everyone) rating and received average reviews from players. The game has no multiplayer support.""]"
viggo-train-901,"inform(name[Super Bomberman], release_year[1993], developer[Hudson Soft], esrb[E (for Everyone)], rating[average], genres[action, strategy], player_perspective[bird view], has_multiplayer[no])",Super Bomberman by Hudson Soft in 1993 is a single-player bird view action-strategy game. It is rated E (for Everyone) and has average ratings.,['Super Bomberman by Hudson Soft in 1993 is a single-player bird view action-strategy game. It is rated E (for Everyone) and has average ratings.']
viggo-train-902,"inform(name[Super Bomberman], release_year[1993], developer[Hudson Soft], esrb[E (for Everyone)], rating[average], genres[action, strategy], player_perspective[bird view], has_multiplayer[no])",Super Bomberman was released in 1993 from Hudson Soft. It is an average action and strategy game played in the bird view point-of-view. It is not a multiplayer game and is rated E (for Everyone).,['Super Bomberman was released in 1993 from Hudson Soft. It is an average action and strategy game played in the bird view point-of-view. It is not a multiplayer game and is rated E (for Everyone).']
viggo-train-903,"inform(name[Outlast II], release_year[2017], rating[average], genres[adventure, indie], has_multiplayer[no], platforms[PlayStation, Xbox, Nintendo Switch, PC], has_linux_release[no], has_mac_release[yes])","Outlast II is an average indie adventure game that came out in 2017 for PlayStation, Xbox, Nintendo Switch and PC. The game cannot be played multiplayer and is not available on Linux, but is available for Mac.","['Outlast II is an average indie adventure game that came out in 2017 for PlayStation, Xbox, Nintendo Switch and PC. The game cannot be played multiplayer and is not available on Linux, but is available for Mac.']"
viggo-train-904,"inform(name[Outlast II], release_year[2017], rating[average], genres[adventure, indie], has_multiplayer[no], platforms[PlayStation, Xbox, Nintendo Switch, PC], has_linux_release[no], has_mac_release[yes])","Outlast II is an indie adventure game released in 2017 and with an average user rating. It can be played on PlayStation, Xbox, Nintendo Switch and PC. It is a single-player game that has been released on Mac, but not Linux.","['Outlast II is an indie adventure game released in 2017 and with an average user rating. It can be played on PlayStation, Xbox, Nintendo Switch and PC. It is a single-player game that has been released on Mac, but not Linux.']"
viggo-train-905,"inform(name[Outlast II], release_year[2017], rating[average], genres[adventure, indie], has_multiplayer[no], platforms[PlayStation, Xbox, Nintendo Switch, PC], has_linux_release[no], has_mac_release[yes])","If you're looking for an indie adventure game with decent reviews, you should try Outlast II. It came out in 2017 on PlayStation, Xbox, and Nintendo Switch. It's also on PC and Mac but not on Linux. It's single-player only.","[""If you're looking for an indie adventure game with decent reviews, you should try Outlast II. It came out in 2017 on PlayStation, Xbox, and Nintendo Switch. It's also on PC and Mac but not on Linux. It's single-player only.""]"
viggo-train-906,"inform(name[Life is Strange], release_year[2015], rating[good], genres[role-playing], platforms[PlayStation, Xbox, PC], available_on_steam[yes], has_linux_release[yes], has_mac_release[yes])","Life is Strange from 2015 is a good RPG for PlayStation, Xbox, and PC through Steam. There is Mac and Linux support.","['Life is Strange from 2015 is a good RPG for PlayStation, Xbox, and PC through Steam. There is Mac and Linux support.']"
viggo-train-907,"inform(name[Life is Strange], release_year[2015], rating[good], genres[role-playing], platforms[PlayStation, Xbox, PC], available_on_steam[yes], has_linux_release[yes], has_mac_release[yes])","Life is Strange is a role-playing game released in 2015 on PlayStation, Xbox, and PC (this includes Linux and Mac systems) and is available on Steam. It has received overall good ratings.","['Life is Strange is a role-playing game released in 2015 on PlayStation, Xbox, and PC (this includes Linux and Mac systems) and is available on Steam. It has received overall good ratings.']"
viggo-train-908,"inform(name[Life is Strange], release_year[2015], rating[good], genres[role-playing], platforms[PlayStation, Xbox, PC], available_on_steam[yes], has_linux_release[yes], has_mac_release[yes])","Life is Strange is a good RPG released in 2015. You can get it on PlayStation, Xbox, Linux, Mac or PC via Steam.","['Life is Strange is a good RPG released in 2015. You can get it on PlayStation, Xbox, Linux, Mac or PC via Steam.']"
viggo-train-909,"confirm(name[Little Big Adventure], available_on_steam[yes])","Oh, do you mean Little Big Adventure on Steam?","['Oh, do you mean Little Big Adventure on Steam?']"
viggo-train-910,"confirm(name[Little Big Adventure], available_on_steam[yes])",The same Little Big Adventure up on Steam?,['The same Little Big Adventure up on Steam?']
viggo-train-911,"confirm(name[Little Big Adventure], available_on_steam[yes])",Are you referring to the Little Big Adventure that is available on Steam?,['Are you referring to the Little Big Adventure that is available on Steam?']
viggo-train-912,"inform(name[Life is Strange], genres[role-playing], player_perspective[third person], has_multiplayer[no], platforms[PlayStation, Xbox, PC], available_on_steam[yes], has_linux_release[yes], has_mac_release[yes])","Life is Strange is a third person role-playing that released for the PlayStation, Xbox, and PC and doesn't have a multiplayer. It is available on Steam, and it has both a Linux and Mac release.","[""Life is Strange is a third person role-playing that released for the PlayStation, Xbox, and PC and doesn't have a multiplayer. It is available on Steam, and it has both a Linux and Mac release.""]"
viggo-train-913,"inform(name[Life is Strange], genres[role-playing], player_perspective[third person], has_multiplayer[no], platforms[PlayStation, Xbox, PC], available_on_steam[yes], has_linux_release[yes], has_mac_release[yes])","Role-playing game Life is Strange, is a third person single-player title. It was released for PC, Xbox, and PlayStation while being available on Mac, Linux, and Steam.","['Role-playing game Life is Strange, is a third person single-player title. It was released for PC, Xbox, and PlayStation while being available on Mac, Linux, and Steam.']"
viggo-train-914,"inform(name[Life is Strange], genres[role-playing], player_perspective[third person], has_multiplayer[no], platforms[PlayStation, Xbox, PC], available_on_steam[yes], has_linux_release[yes], has_mac_release[yes])","Life is Strange is a single-player third person role-playing game. It runs on PlayStation, Xbox, and PC, and it is supported by Mac and Linux. It is also available on Steam.","['Life is Strange is a single-player third person role-playing game. It runs on PlayStation, Xbox, and PC, and it is supported by Mac and Linux. It is also available on Steam.']"
viggo-train-915,"suggest(name[Undertale], release_year[2015], developer[tobyfox])","Have you enjoyed played any games by tobyfox that came out in 2015, such as Undertale?","['Have you enjoyed played any games by tobyfox that came out in 2015, such as Undertale?']"
viggo-train-916,"suggest(name[Undertale], release_year[2015], developer[tobyfox])",I absolutely enjoyed tobyfox's 2015 release of Undertale. What did you think about it?,"[""I absolutely enjoyed tobyfox's 2015 release of Undertale. What did you think about it?""]"
viggo-train-917,"suggest(name[Undertale], release_year[2015], developer[tobyfox])","Are you a fan of any games from 2015, such as tobyfox's Undertale?","[""Are you a fan of any games from 2015, such as tobyfox's Undertale?""]"
viggo-train-918,"verify_attribute(name[Driver], rating[average], genres[driving/racing, simulation], player_perspective[third person])",I heard you think Driver is O.K. Does that mean you only kind of like third person driving simulations?,['I heard you think Driver is O.K. Does that mean you only kind of like third person driving simulations?']
viggo-train-919,"verify_attribute(name[Driver], rating[average], genres[driving/racing, simulation], player_perspective[third person])",You said that Driver was so-so. Do you think the third person view is not quite the right player perspective in driving/racing simulators?,['You said that Driver was so-so. Do you think the third person view is not quite the right player perspective in driving/racing simulators?']
viggo-train-920,"verify_attribute(name[Driver], rating[average], genres[driving/racing, simulation], player_perspective[third person])",You seem to be lukewarm about Driver. Is this pretty much the same for all driving/racing simulators which are in the third person?,['You seem to be lukewarm about Driver. Is this pretty much the same for all driving/racing simulators which are in the third person?']
viggo-train-921,"inform(name[Skyforge], rating[poor], genres[adventure, hack-and-slash, MMORPG], player_perspective[third person], platforms[PlayStation, Xbox, PC], available_on_steam[yes], has_linux_release[no], has_mac_release[no])","Skyforge is a pretty poor third person adventure hack-and-slash MMORPG available on Steam. You can play it on PlayStation, Xbox, and PC, but it is not supported by Mac or Linux.","['Skyforge is a pretty poor third person adventure hack-and-slash MMORPG available on Steam. You can play it on PlayStation, Xbox, and PC, but it is not supported by Mac or Linux.']"
viggo-train-922,"inform(name[Skyforge], rating[poor], genres[adventure, hack-and-slash, MMORPG], player_perspective[third person], platforms[PlayStation, Xbox, PC], available_on_steam[yes], has_linux_release[no], has_mac_release[no])","Skyforge is a poorly reviewed adventure hack-and-slash MMORPG that you play from the third person perspective. It was released for PlayStation, Xbox, PC, and Steam. It has no Linux or Mac release.","['Skyforge is a poorly reviewed adventure hack-and-slash MMORPG that you play from the third person perspective. It was released for PlayStation, Xbox, PC, and Steam. It has no Linux or Mac release.']"
viggo-train-923,"inform(name[Skyforge], rating[poor], genres[adventure, hack-and-slash, MMORPG], player_perspective[third person], platforms[PlayStation, Xbox, PC], available_on_steam[yes], has_linux_release[no], has_mac_release[no])","I was playing this adventure hack-and-slash MMORPG called Skyforge. It's a third person game for PlayStation, Xbox, and PC that has a poor rating. You can find it on Steam, but it doesn't have a Linux or Mac release.","[""I was playing this adventure hack-and-slash MMORPG called Skyforge. It's a third person game for PlayStation, Xbox, and PC that has a poor rating. You can find it on Steam, but it doesn't have a Linux or Mac release.""]"
