gem_id,meaning_representation,target,references
viggo-challenge_train_2_percent-85,"request_explanation(rating[excellent], player_perspective[third person])",What is it about games with a third person perspective that makes you find them so excellent?,['What is it about games with a third person perspective that makes you find them so excellent?']
viggo-challenge_train_2_percent-86,"suggest(name[Tom Clancy's Splinter Cell: Chaos Theory], genres[action, tactical], player_perspective[third person])","I'm wondering, do you like playing third person tactical action games, like for example Tom Clancy's Splinter Cell: Chaos Theory?","[""I'm wondering, do you like playing third person tactical action games, like for example Tom Clancy's Splinter Cell: Chaos Theory?""]"
viggo-challenge_train_2_percent-87,"suggest(name[Max Payne], esrb[M (for Mature)], platforms[Xbox])","Do you play M rated Xbox games, such as Max Payne?","['Do you play M rated Xbox games, such as Max Payne?']"
viggo-challenge_train_2_percent-88,"suggest(name[Worms: Reloaded], developer[Team17 Digital Ltd])","I wonder if you like games developed by Team17 Digital Ltd, for example, Worms: Reloaded?","['I wonder if you like games developed by Team17 Digital Ltd, for example, Worms: Reloaded?']"
viggo-challenge_train_2_percent-89,"suggest(name[Metro 2033], genres[action, role-playing, shooter], has_multiplayer[no])","Are you fond of single-player action shooter RPGs, like Metro 2033?","['Are you fond of single-player action shooter RPGs, like Metro 2033?']"
viggo-challenge_train_2_percent-90,"suggest(name[BioShock], developer[2K Boston])","Do you like games developed by 2K Boston, like BioShock?","['Do you like games developed by 2K Boston, like BioShock?']"
viggo-challenge_train_2_percent-91,"suggest(name[Resident Evil 4], developer[Capcom Production Studio 4])","Have you played any games from Capcom Production Studio 4, like Resident Evil 4?","['Have you played any games from Capcom Production Studio 4, like Resident Evil 4?']"
viggo-challenge_train_2_percent-92,"verify_attribute(name[NHL 15], developer[EA Canada], rating[average], genres[simulation, sport])",You mentioned you thought NHL 15 was average. Are you commonly unimpressed with sports simulation games from EA Canada?,['You mentioned you thought NHL 15 was average. Are you commonly unimpressed with sports simulation games from EA Canada?']
viggo-challenge_train_2_percent-93,"verify_attribute(name[World of Warcraft], rating[good], has_mac_release[yes])","You enjoyed World of Warcraft, huh? Do you like other games on the Mac too?","['You enjoyed World of Warcraft, huh? Do you like other games on the Mac too?']"
viggo-challenge_train_2_percent-94,"verify_attribute(name[Tom Clancy's The Division], rating[average], has_multiplayer[yes], platforms[PC])","You said you were indifferent towards Tom Clancy's The Division. In general, are you indifferent towards multiplayer games on the PC?","[""You said you were indifferent towards Tom Clancy's The Division. In general, are you indifferent towards multiplayer games on the PC?""]"
viggo-challenge_train_2_percent-95,"verify_attribute(name[Rollcage], developer[Attention To Detail], rating[average], genres[action, driving/racing])",You said earlier that Rollcage is merely average. Are you generally somewhat unsatisfied by action games with driving and racing by Attention To Detail?,['You said earlier that Rollcage is merely average. Are you generally somewhat unsatisfied by action games with driving and racing by Attention To Detail?']
viggo-challenge_train_2_percent-96,"verify_attribute(name[Uncharted 4: A Thief's End], developer[Naughty Dog], rating[excellent], genres[action-adventure, shooter])",You mentioned that you really enjoyed Uncharted 4: A Thief's End. Would you say you are a fan of action-adventure shooters from Naughty Dog?,"[""You mentioned that you really enjoyed Uncharted 4: A Thief's End. Would you say you are a fan of action-adventure shooters from Naughty Dog?""]"
viggo-challenge_train_2_percent-97,"verify_attribute(name[The Legend of Zelda: Ocarina of Time], esrb[E (for Everyone)], rating[excellent], platforms[Nintendo])","So since you mentioned that you absolutely loved The Legend of Zelda: Ocarina of Time, it got me curious about something. Do you also love Nintendo's lineup of other E rated games?","[""So since you mentioned that you absolutely loved The Legend of Zelda: Ocarina of Time, it got me curious about something. Do you also love Nintendo's lineup of other E rated games?""]"
viggo-challenge_train_2_percent-98,"verify_attribute(name[The Forest of Doom], rating[average], genres[role-playing, text adventure])","Do you usually find Text adventure RPGs barely adequate, or was it just The Forest of Doom that was lackluster?","['Do you usually find Text adventure RPGs barely adequate, or was it just The Forest of Doom that was lackluster?']"
viggo-challenge_train_2_percent-99,"verify_attribute(name[Max Payne], rating[good], player_perspective[third person], platforms[PC])","So you had fun playing Max Payne, if I recall right. Do you also enjoy other third person games for the PC?","['So you had fun playing Max Payne, if I recall right. Do you also enjoy other third person games for the PC?']"
viggo-challenge_train_2_percent-100,"verify_attribute(name[Dance Dance Revolution Universe 3], developer[Konami], rating[poor], genres[music])",You mentioned disliking Dance Dance Revolution Universe 3. Are you generally not fond of music games from Konami?,['You mentioned disliking Dance Dance Revolution Universe 3. Are you generally not fond of music games from Konami?']
viggo-challenge_train_2_percent-101,"verify_attribute(name[Mass Effect 2], developer[BioWare], rating[excellent], genres[action-adventure, role-playing, shooter])",You mentioned absolutely loving BioWare's Mass Effect 2. Do you feel the same way about other action-adventure RPGs which are shooters?,"[""You mentioned absolutely loving BioWare's Mass Effect 2. Do you feel the same way about other action-adventure RPGs which are shooters?""]"
viggo-challenge_train_2_percent-102,"verify_attribute(name[The Forest of Doom], release_year[2014], rating[average], platforms[PC])",I remember you saying that The Forest of Doom was an okay game. Would you say other PC games from 2014 are mostly just okay games?,['I remember you saying that The Forest of Doom was an okay game. Would you say other PC games from 2014 are mostly just okay games?']
