Utterance,Emotion,File_Name,Multi_Model_Predictions
"No, just, just, just a couple more boxes.",angry,dia336_utt7.mp4,"{""video"": [0.1181, 0.0, 0.0, 0.063, 0.2598, 0.5354, 0.0236], ""audio"": [0.0, 0.5, 0.0, 0.0, 0.0, 0.5, 0.0], ""text"": [0.2225, 0.001, 0.0008, 0.1295, 0.6157, 0.0271, 0.0035]}"
"It-it-its no big deal, all right, Im-Im cool.",fear,dia336_utt8.mp4,"{""video"": [0.1897, 0.0, 0.0431, 0.0302, 0.2931, 0.4095, 0.0345], ""audio"": [0.25, 0.5, 0.0, 0.0, 0.0, 0.25, 0.0], ""text"": [0.0005, 0.0003, 0.0006, 0.9739, 0.0236, 0.001, 0.0002]}"
You gotta help me out with a couple more boxes!,sad,dia336_utt9.mp4,"{""video"": [0.1647, 0.0, 0.0353, 0.2039, 0.3725, 0.1843, 0.0392], ""audio"": [1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], ""text"": [0.0481, 0.0002, 0.006, 0.0097, 0.9213, 0.0146, 0.0002]}"
"Mon, look at yourself. You have cookie on your neck.",disgust,dia336_utt10.mp4,"{""video"": [0.05, 0.0, 0.0, 0.0333, 0.5333, 0.3833, 0.0], ""audio"": [0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0], ""text"": [0.0009, 0.0001, 0.0003, 0.0132, 0.9839, 0.0014, 0.0002]}"
Check this out. Five hundred and seventeen boxes!,surprise,dia336_utt13.mp4,"{""video"": [0.1881, 0.0, 0.0099, 0.4307, 0.2327, 0.1238, 0.0149], ""audio"": [0.5, 0.25, 0.0, 0.0, 0.25, 0.0, 0.0], ""text"": [0.0002, 0.0, 0.0, 0.0082, 0.9911, 0.0002, 0.0001]}"
"Oh my God, how did you do that?",surprise,dia336_utt14.mp4,"{""video"": [0.1078, 0.0, 0.0, 0.6275, 0.1667, 0.098, 0.0], ""audio"": [0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0], ""text"": [0.0003, 0.0, 0.0, 0.0015, 0.9822, 0.0006, 0.0154]}"
"Okay, the other night I was leaving the museum just as Laser Floyd was letting out of the planetarium, without even trying I sold 50 boxes!",happy,dia336_utt15.mp4,"{""video"": [0.1447, 0.0, 0.0, 0.1489, 0.1489, 0.5574, 0.0], ""audio"": [0.25, 0.5, 0.25, 0.0, 0.0, 0.0, 0.0], ""text"": [0.0007, 0.0001, 0.0017, 0.6621, 0.3292, 0.006, 0.0001]}"
"Thats when it occurred to me, the key to my success, the munchies. So I ah, started hitting the NYU dorms around midnight.",happy,dia336_utt16.mp4,"{""video"": [0.1826, 0.0, 0.0, 0.4274, 0.3195, 0.0705, 0.0], ""audio"": [0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0], ""text"": [0.0001, 0.0, 0.0001, 0.0025, 0.9965, 0.0004, 0.0004]}"
I am selling cookies by the case.,happy,dia336_utt17.mp4,"{""video"": [0.3684, 0.0132, 0.0, 0.2368, 0.3421, 0.0395, 0.0], ""audio"": [1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], ""text"": [0.0005, 0.0, 0.0, 0.0514, 0.9473, 0.0008, 0.0]}"
They call me: 'Cookie Dude!',happy,dia336_utt18.mp4,"{""video"": [0.0568, 0.0, 0.0, 0.4318, 0.1705, 0.3409, 0.0], ""audio"": [0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0], ""text"": [0.0002, 0.0, 0.0, 0.005, 0.9946, 0.0002, 0.0]}"
"Okay, stop what youre doing, I need envelope stuffers, I need stamp lickers.....",neutral,dia336_utt19.mp4,"{""video"": [0.1149, 0.0, 0.0115, 0.0115, 0.2529, 0.6092, 0.0], ""audio"": [1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], ""text"": [0.8548, 0.0009, 0.0007, 0.0122, 0.1264, 0.005, 0.0]}"
Hey.  Soaps? Shampoos? Are you really taking all this stuff?,surprise,dia337_utt1.mp4,"{""video"": [0.8228, 0.0, 0.0, 0.0633, 0.0506, 0.0633, 0.0], ""audio"": [1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], ""text"": [0.0005, 0.0, 0.0001, 0.0018, 0.9966, 0.0005, 0.0004]}"
Yeah but you dont needWhat is this?,surprise,dia337_utt3.mp4,"{""video"": [0.1667, 0.0, 0.0156, 0.1354, 0.2344, 0.3958, 0.0521], ""audio"": [0.0, 0.5, 0.25, 0.25, 0.0, 0.0, 0.0], ""text"": [0.7926, 0.0067, 0.0003, 0.0054, 0.1883, 0.0032, 0.0035]}"
Thread!,happy,dia337_utt4.mp4,"{""video"": [0.169, 0.0, 0.0, 0.1408, 0.1127, 0.5493, 0.0282], ""audio"": [0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0], ""text"": [0.0008, 0.0002, 0.0001, 0.0024, 0.9963, 0.0002, 0.0]}"
Score! Where are the disposable cameras?,happy,dia337_utt5.mp4,"{""video"": [0.194, 0.0, 0.0149, 0.1343, 0.306, 0.3507, 0.0], ""audio"": [1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], ""text"": [0.0014, 0.0, 0.0, 0.0141, 0.9832, 0.0006, 0.0007]}"
What disposable cameras?,sad,dia337_utt6.mp4,"{""video"": [0.2203, 0.0, 0.0169, 0.0, 0.4068, 0.3559, 0.0], ""audio"": [1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], ""text"": [0.0014, 0.0001, 0.0001, 0.0021, 0.9957, 0.0003, 0.0004]}"
"Yes! Remember? Right before we cut the cake, I went up to you and I said",surprise,dia337_utt9.mp4,"{""video"": [0.1236, 0.0, 0.0, 0.0225, 0.2247, 0.6292, 0.0], ""audio"": [1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], ""text"": [0.0004, 0.0001, 0.0006, 0.8846, 0.111, 0.0015, 0.002]}"
"Oh-oh yeah, you-you came up to me and asked if I could do you a favor, and my Uncle Murray came up to you and handed you a check.",neutral,dia337_utt10.mp4,"{""video"": [0.0507, 0.0, 0.0, 0.0652, 0.7971, 0.087, 0.0], ""audio"": [0.0, 0.5, 0.0, 0.5, 0.0, 0.0, 0.0], ""text"": [0.2577, 0.0053, 0.0028, 0.2229, 0.497, 0.0075, 0.0068]}"
So you dont have the cameras?!,surprise,dia337_utt14.mp4,"{""video"": [0.0143, 0.0, 0.0, 0.0, 0.9714, 0.0143, 0.0], ""audio"": [1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], ""text"": [0.0017, 0.0001, 0.0, 0.0003, 0.9958, 0.0005, 0.0017]}"
So? What? What? Theyre gone! Monicas gonna freak!,surprise,dia337_utt16.mp4,"{""video"": [0.3361, 0.0, 0.0, 0.0, 0.5656, 0.0902, 0.0082], ""audio"": [1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], ""text"": [0.0007, 0.0001, 0.0001, 0.0015, 0.9599, 0.0054, 0.0323]}"
Ohh! Its so nice to meet you.  Hello.,happy,dia338_utt1.mp4,"{""video"": [0.0957, 0.0, 0.0106, 0.7766, 0.0426, 0.0745, 0.0], ""audio"": [1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], ""text"": [0.0003, 0.0001, 0.0001, 0.9642, 0.0337, 0.0008, 0.0008]}"
What?,surprise,dia338_utt3.mp4,"{""video"": [0.0, 0.0, 0.0, 0.55, 0.2667, 0.1833, 0.0], ""audio"": [1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], ""text"": [0.0003, 0.0, 0.0, 0.0011, 0.9936, 0.0007, 0.0042]}"
"This-this, no, oh no, no-no-no, this is notthats-thats not what it is.",happy,dia338_utt4.mp4,"{""video"": [0.1217, 0.0, 0.0696, 0.0, 0.287, 0.5043, 0.0174], ""audio"": [1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], ""text"": [0.9538, 0.0013, 0.0002, 0.0025, 0.0313, 0.009, 0.0019]}"
"See, see, okay, I work in fashion, see and-and, this is a real dress actually.",neutral,dia338_utt5.mp4,"{""video"": [0.0567, 0.0, 0.0496, 0.0567, 0.4255, 0.3759, 0.0355], ""audio"": [1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], ""text"": [0.0013, 0.0001, 0.0003, 0.9674, 0.0306, 0.0002, 0.0001]}"
"Well, we were going to do that afterI mean umm, next.",neutral,dia338_utt11.mp4,"{""video"": [0.5902, 0.0, 0.0164, 0.0164, 0.0984, 0.2787, 0.0], ""audio"": [1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], ""text"": [0.0004, 0.0, 0.0001, 0.1014, 0.8962, 0.0017, 0.0001]}"
"Well, were starving, why dont we all go get something to eat?",neutral,dia338_utt12.mp4,"{""video"": [0.2818, 0.0, 0.0182, 0.0273, 0.4545, 0.2091, 0.0091], ""audio"": [0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0], ""text"": [0.0005, 0.0001, 0.0001, 0.0016, 0.9964, 0.0011, 0.0001]}"
"Oh, yeah, well Yeah, no use wasting this baby, just lyin around the house.",neutral,dia338_utt13.mp4,"{""video"": [0.3262, 0.0, 0.0071, 0.0284, 0.1489, 0.4752, 0.0142], ""audio"": [0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0], ""text"": [0.4445, 0.0327, 0.0009, 0.2228, 0.0965, 0.2024, 0.0003]}"
Well I guess I shouldve thought about my wife and kids before I talked back to chef Geller!,neutral,dia339_utt0.mp4,"{""video"": [0.1074, 0.0, 0.0744, 0.1405, 0.3471, 0.3306, 0.0], ""audio"": [0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0], ""text"": [0.001, 0.0002, 0.0023, 0.0067, 0.8719, 0.1153, 0.0026]}"
Lean lean lean,happy,dia339_utt4.mp4,"{""video"": [0.225, 0.0, 0.05, 0.25, 0.275, 0.15, 0.05], ""audio"": [1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], ""text"": [0.0005, 0.0001, 0.0001, 0.0062, 0.9929, 0.0002, 0.0]}"
"No! No, fear of the number 13.",neutral,dia342_utt2.mp4,"{""video"": [0.1619, 0.0, 0.019, 0.4476, 0.1524, 0.181, 0.0381], ""audio"": [1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], ""text"": [0.9751, 0.0026, 0.0022, 0.0054, 0.0121, 0.0023, 0.0002]}"
"Wait a minute, I-I believe Im entitled to use my Angel Pass for a free turn?",happy,dia342_utt5.mp4,"{""video"": [0.1977, 0.0, 0.0349, 0.0, 0.6279, 0.1395, 0.0], ""audio"": [1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], ""text"": [0.0069, 0.0006, 0.0057, 0.6375, 0.3209, 0.003, 0.0253]}"
Yknow what? Youre just upset because youre losing.,happy,dia342_utt7.mp4,"{""video"": [0.2113, 0.0, 0.0, 0.0141, 0.7746, 0.0, 0.0], ""audio"": [1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], ""text"": [0.0016, 0.0001, 0.0002, 0.009, 0.0025, 0.9863, 0.0002]}"
Let me think. Let me thinkOh! I dont care.,angry,dia342_utt10.mp4,"{""video"": [0.1954, 0.0, 0.0345, 0.0, 0.6552, 0.1034, 0.0115], ""audio"": [0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0], ""text"": [0.0529, 0.0014, 0.0002, 0.0096, 0.9288, 0.002, 0.0052]}"
"Choose, you jackass!",angry,dia342_utt13.mp4,"{""video"": [0.1143, 0.0, 0.0286, 0.6429, 0.0143, 0.2, 0.0], ""audio"": [1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], ""text"": [0.0003, 0.0, 0.0, 0.0021, 0.9973, 0.0003, 0.0]}"
Ill take a card.,neutral,dia342_utt14.mp4,"{""video"": [0.2676, 0.0, 0.0423, 0.1549, 0.4225, 0.1127, 0.0], ""audio"": [1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], ""text"": [0.0181, 0.0007, 0.0054, 0.2741, 0.587, 0.1146, 0.0002]}"
"Okay, you picked the Gimmie card! You get all of Rosss points!",happy,dia342_utt15.mp4,"{""video"": [0.3151, 0.0, 0.0137, 0.1781, 0.4041, 0.0685, 0.0205], ""audio"": [0.6667, 0.0, 0.3333, 0.0, 0.0, 0.0, 0.0], ""text"": [0.0032, 0.0001, 0.0001, 0.8998, 0.0956, 0.001, 0.0001]}"
What?!,surprise,dia342_utt16.mp4,"{""video"": [0.3889, 0.0, 0.0, 0.25, 0.3194, 0.0, 0.0417], ""audio"": [0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0], ""text"": [0.0007, 0.0001, 0.0, 0.0018, 0.9353, 0.0012, 0.0609]}"
I dont think the contestants are supposed to speak to each other.,neutral,dia342_utt19.mp4,"{""video"": [0.1899, 0.0, 0.0, 0.3165, 0.481, 0.0127, 0.0], ""audio"": [1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], ""text"": [0.1483, 0.0038, 0.001, 0.0083, 0.8091, 0.0287, 0.0009]}"
"Hello?  Oh, hi Ross!  See? Other people call me!",surprise,dia343_utt0.mp4,"{""video"": [0.2037, 0.0, 0.1111, 0.6111, 0.0185, 0.037, 0.0185], ""audio"": [0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0], ""text"": [0.0012, 0.0001, 0.0025, 0.2369, 0.7489, 0.0021, 0.0082]}"
"Oh no-no-no, I wasn't waving at you lady.",neutral,dia344_utt3.mp4,"{""video"": [0.12, 0.0, 0.0, 0.76, 0.0, 0.08, 0.04], ""audio"": [1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], ""text"": [0.9216, 0.0011, 0.0015, 0.0069, 0.0284, 0.0376, 0.003]}"
"Whoa, maybe I was!",surprise,dia344_utt4.mp4,"{""video"": [0.0882, 0.0, 0.0, 0.0882, 0.7206, 0.1029, 0.0], ""audio"": [1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], ""text"": [0.0012, 0.0003, 0.0026, 0.028, 0.7067, 0.0048, 0.2562]}"
"Get in there man! Flirt back, mix it up!",happy,dia344_utt6.mp4,"{""video"": [0.0128, 0.0, 0.0, 0.641, 0.0769, 0.2692, 0.0], ""audio"": [1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], ""text"": [0.0026, 0.0001, 0.0, 0.0012, 0.9956, 0.0004, 0.0]}"
How  you  a-doin'?,neutral,dia344_utt9.mp4,"{""video"": [0.2647, 0.0, 0.0, 0.0, 0.6029, 0.1324, 0.0], ""audio"": [0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0], ""text"": [0.0003, 0.0, 0.0, 0.0014, 0.997, 0.0008, 0.0004]}"
"Wow! She is pretty, huh?",surprise,dia344_utt14.mp4,"{""video"": [0.0857, 0.0, 0.0, 0.2286, 0.4286, 0.2571, 0.0], ""audio"": [0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0], ""text"": [0.0007, 0.0003, 0.0007, 0.9802, 0.0084, 0.0009, 0.009]}"
"Tell me about it, huh?  Oh no-no-no, I'm not with her, she's just Monica!  Ewwuck!",disgust,dia344_utt15.mp4,"{""video"": [0.2327, 0.0291, 0.0, 0.0945, 0.2145, 0.4073, 0.0218], ""audio"": [0.3636, 0.0909, 0.0909, 0.0, 0.3636, 0.0909, 0.0], ""text"": [0.0168, 0.8665, 0.0037, 0.0028, 0.1009, 0.0084, 0.0008]}"
"Oh honey, I'm so sorry, you were right, this feels great!",happy,dia345_utt2.mp4,"{""video"": [0.3265, 0.0, 0.0, 0.0204, 0.0, 0.6531, 0.0], ""audio"": [0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0], ""text"": [0.0004, 0.0002, 0.0025, 0.882, 0.1075, 0.0037, 0.0037]}"
Gone! I mean its amazing Pheebs. I feel so free and so graceful.  Hey! Look out for the horse! Sorry!,happy,dia345_utt4.mp4,"{""video"": [0.2417, 0.0, 0.0667, 0.0333, 0.0333, 0.625, 0.0], ""audio"": [0.6667, 0.3333, 0.0, 0.0, 0.0, 0.0, 0.0], ""text"": [0.0004, 0.0001, 0.0004, 0.9832, 0.0109, 0.002, 0.003]}"
"Oh come on guys, its not like I moved to Europe! I just moved across the hall! And",happy,dia346_utt0.mp4,"{""video"": [0.75, 0.0, 0.0114, 0.0, 0.0341, 0.2045, 0.0], ""audio"": [0.0, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0], ""text"": [0.001, 0.0001, 0.001, 0.0884, 0.9023, 0.0071, 0.0001]}"
Am I naked again?!,surprise,dia346_utt2.mp4,"{""video"": [0.0, 0.0, 0.2, 0.0, 0.2, 0.6, 0.0], ""audio"": [0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0], ""text"": [0.0035, 0.0008, 0.0009, 0.0035, 0.9837, 0.0066, 0.001]}"
Were supposed to meet my parents in 15 minutes.,neutral,dia346_utt3.mp4,"{""video"": [0.0, 0.0, 0.0, 0.7414, 0.1207, 0.1379, 0.0], ""audio"": [1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], ""text"": [0.0006, 0.0002, 0.0063, 0.965, 0.0244, 0.002, 0.0014]}"
"Oh right, your allergies.  All her, she hates you.",neutral,dia346_utt6.mp4,"{""video"": [0.5122, 0.0, 0.0163, 0.2439, 0.0569, 0.1707, 0.0], ""audio"": [0.3333, 0.3333, 0.0, 0.0, 0.3333, 0.0, 0.0], ""text"": [0.2296, 0.0017, 0.0068, 0.0075, 0.7348, 0.0193, 0.0003]}"
Really?!,surprise,dia347_utt2.mp4,"{""video"": [0.413, 0.0, 0.1522, 0.1739, 0.0435, 0.2174, 0.0], ""audio"": [1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], ""text"": [0.0002, 0.0, 0.0, 0.0011, 0.996, 0.0005, 0.0021]}"
"Nope! Because Im not your boyfriend.  Hey Pheebs, how did it go?",neutral,dia347_utt3.mp4,"{""video"": [0.0584, 0.0, 0.0844, 0.0065, 0.2208, 0.6299, 0.0], ""audio"": [0.0, 0.6667, 0.3333, 0.0, 0.0, 0.0, 0.0], ""text"": [0.025, 0.0005, 0.0017, 0.0044, 0.8378, 0.1273, 0.0033]}"
"Well, umm, my Moms friend, Phoebe, is actually my birth Mom.",sad,dia347_utt4.mp4,"{""video"": [0.012, 0.0, 0.0602, 0.012, 0.3735, 0.5422, 0.0], ""audio"": [0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0], ""text"": [0.0009, 0.0001, 0.0027, 0.345, 0.6469, 0.0033, 0.0011]}"
"Oh, my new Mom, who-whos a big, fat abandoner!",sad,dia347_utt7.mp4,"{""video"": [0.2297, 0.0, 0.0541, 0.0, 0.0135, 0.6757, 0.027], ""audio"": [1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], ""text"": [0.0011, 0.0001, 0.0015, 0.0038, 0.0264, 0.0657, 0.9014]}"
"Whoa, wait, Pheebs, wait a second! Dont you wanna stay here and talk about it?",surprise,dia347_utt8.mp4,"{""video"": [0.1122, 0.0, 0.0102, 0.0102, 0.2041, 0.6633, 0.0], ""audio"": [0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0], ""text"": [0.9005, 0.0009, 0.0022, 0.0021, 0.0707, 0.0168, 0.0068]}"
"No. Im just, I wanna, I need to be alone.",sad,dia347_utt9.mp4,"{""video"": [0.0667, 0.0, 0.0, 0.4167, 0.1667, 0.35, 0.0], ""audio"": [0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0], ""text"": [0.0011, 0.0005, 0.0058, 0.0006, 0.0022, 0.9897, 0.0]}"
Open it! Open it! Open it!,happy,dia348_utt0.mp4,"{""video"": [0.0156, 0.0, 0.0156, 0.0, 0.0625, 0.9062, 0.0], ""audio"": [0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0], ""text"": [0.0004, 0.0, 0.0002, 0.0085, 0.99, 0.0005, 0.0005]}"
So we never got to hear about your wedding!,happy,dia348_utt2.mp4,"{""video"": [0.1613, 0.0, 0.0, 0.5161, 0.2581, 0.0645, 0.0], ""audio"": [1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], ""text"": [0.0017, 0.0001, 0.0008, 0.0127, 0.9683, 0.011, 0.0054]}"
"No, no, it was just our parents and 1 or 2 friends. It was a small wedding.",neutral,dia348_utt4.mp4,"{""video"": [0.0878, 0.0, 0.0135, 0.3581, 0.4595, 0.0743, 0.0068], ""audio"": [0.0, 0.5, 0.0, 0.0, 0.5, 0.0, 0.0], ""text"": [0.179, 0.0004, 0.0005, 0.0856, 0.6932, 0.0407, 0.0006]}"
"Well, I can't give you a massage, because my licence has been    revoked again!",sad,dia349_utt7.mp4,"{""video"": [0.1111, 0.0, 0.0131, 0.3922, 0.3137, 0.1503, 0.0196], ""audio"": [0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.5], ""text"": [0.8168, 0.0005, 0.0037, 0.0768, 0.0689, 0.0331, 0.0002]}"
"Well, it was an accident...You know, it's a lot of oil and sometimes    the hand just slips!",neutral,dia349_utt9.mp4,"{""video"": [0.0, 0.0, 0.0, 0.0, 0.3049, 0.6951, 0.0], ""audio"": [0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0], ""text"": [0.0007, 0.0001, 0.0003, 0.0124, 0.9829, 0.0032, 0.0003]}"
Have I got a surprise for you? Pack your bags!,happy,dia349_utt10.mp4,"{""video"": [0.403, 0.0, 0.0448, 0.1791, 0.2537, 0.1194, 0.0], ""audio"": [0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0], ""text"": [0.0037, 0.0001, 0.0007, 0.0531, 0.051, 0.003, 0.8884]}"
Oh no!You guys aren't supposed to get divorced for 7 years!,surprise,dia349_utt11.mp4,"{""video"": [0.2925, 0.0, 0.0, 0.1698, 0.0377, 0.5, 0.0], ""audio"": [0.0, 0.0, 0.5, 0.0, 0.5, 0.0, 0.0], ""text"": [0.001, 0.0002, 0.0001, 0.0006, 0.0027, 0.002, 0.9934]}"
"No, I mean it, this feels really good. Is it a hundred percent cotton?",happy,dia350_utt2.mp4,"{""video"": [0.0268, 0.0, 0.0, 0.0421, 0.0, 0.931, 0.0], ""audio"": [0.2, 0.0, 0.2, 0.0, 0.0, 0.6, 0.0], ""text"": [0.017, 0.003, 0.0007, 0.7719, 0.1982, 0.0022, 0.007]}"
"Anyway, I should go, one of the lifeguards was just about to dismantle a nuclear device.",neutral,dia350_utt4.mp4,"{""video"": [0.6063, 0.0, 0.0, 0.0315, 0.0, 0.3622, 0.0], ""audio"": [0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0], ""text"": [0.0002, 0.0001, 0.0001, 0.0061, 0.993, 0.0004, 0.0]}"
"Oh yeah, that sounds great.  Oh, and listen, its, its gonna be....",neutral,dia350_utt6.mp4,"{""video"": [0.6667, 0.0, 0.0, 0.1067, 0.1467, 0.08, 0.0], ""audio"": [0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0], ""text"": [0.0001, 0.0001, 0.0001, 0.9972, 0.0014, 0.0003, 0.0008]}"
So? Come on! Explain yourself Geller! First you get my Rachel pregnant!,angry,dia351_utt0.mp4,"{""video"": [0.6959, 0.0, 0.0405, 0.0, 0.0946, 0.1689, 0.0], ""audio"": [0.0, 0.3333, 0.3333, 0.0, 0.0, 0.3333, 0.0], ""text"": [0.0013, 0.0, 0.0002, 0.0127, 0.9829, 0.0009, 0.0019]}"
You got Rachel pregnant?!,surprise,dia351_utt1.mp4,"{""video"": [0.4225, 0.0, 0.0845, 0.0, 0.1549, 0.338, 0.0], ""audio"": [1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], ""text"": [0.0004, 0.0001, 0.0, 0.0004, 0.997, 0.0016, 0.0004]}"
"Yes. Yes, yes I did.  But-but it was, it was just a one night thing. It meant nothing.",fear,dia351_utt4.mp4,"{""video"": [0.1386, 0.0, 0.0, 0.0792, 0.495, 0.2574, 0.0297], ""audio"": [1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], ""text"": [0.0017, 0.0001, 0.0001, 0.5135, 0.483, 0.0015, 0.0001]}"
Oh? Really? Thats what my daughter means to you? Nothing?,angry,dia351_utt5.mp4,"{""video"": [0.1348, 0.0, 0.0, 0.0, 0.5506, 0.3146, 0.0], ""audio"": [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0], ""text"": [0.0007, 0.0001, 0.0001, 0.0019, 0.6393, 0.0018, 0.356]}"
"No! No sir umm, she means a lot to me. I mean, I careI-I love Rachel.",fear,dia351_utt6.mp4,"{""video"": [0.163, 0.0, 0.0, 0.3261, 0.25, 0.2283, 0.0326], ""audio"": [1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], ""text"": [0.042, 0.0029, 0.0056, 0.2167, 0.5725, 0.1592, 0.0009]}"
What?!,surprise,dia351_utt7.mp4,"{""video"": [0.1129, 0.0, 0.0, 0.5968, 0.1774, 0.1129, 0.0], ""audio"": [1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], ""text"": [0.0007, 0.0001, 0.0, 0.0018, 0.9353, 0.0012, 0.0609]}"
"Oh but not that way. I meanI mean Im not in love with her. I love her like a, like a friend.",happy,dia351_utt8.mp4,"{""video"": [0.019, 0.0, 0.0, 0.619, 0.3238, 0.0381, 0.0], ""audio"": [1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], ""text"": [0.4842, 0.0289, 0.0159, 0.2446, 0.0549, 0.1658, 0.0058]}"
Well why not? So you can spend your time with this tramp?!,angry,dia351_utt13.mp4,"{""video"": [0.5588, 0.0, 0.0, 0.0588, 0.2059, 0.0882, 0.0882], ""audio"": [0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0], ""text"": [0.0003, 0.0, 0.0, 0.0005, 0.9985, 0.0003, 0.0003]}"
"Im sorry. Dr. Green, Mona. Mona, Dr. Green.",happy,dia351_utt15.mp4,"{""video"": [0.5529, 0.0, 0.0, 0.0588, 0.3647, 0.0235, 0.0], ""audio"": [1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], ""text"": [0.0018, 0.0001, 0.0002, 0.005, 0.0251, 0.9678, 0.0]}"
"I know what time it is, but I'm looking at the WENUS and I'm not happy!...",angry,dia352_utt1.mp4,"{""video"": [0.2353, 0.0, 0.0588, 0.0, 0.1176, 0.5294, 0.0588], ""audio"": [1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], ""text"": [0.0034, 0.0002, 0.0005, 0.8309, 0.106, 0.0586, 0.0005]}"
"Well, let me tell you something... you will care about it, because I care about it!",angry,dia352_utt3.mp4,"{""video"": [0.6176, 0.0, 0.0, 0.0, 0.0, 0.3824, 0.0], ""audio"": [1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], ""text"": [0.0002, 0.0, 0.0004, 0.0025, 0.9959, 0.001, 0.0]}"
"Hey, Joey. So did you hear about the new guy?",neutral,dia353_utt1.mp4,"{""video"": [0.02, 0.0, 0.01, 0.84, 0.05, 0.08, 0.0], ""audio"": [1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], ""text"": [0.0025, 0.0001, 0.0003, 0.0104, 0.9764, 0.0005, 0.0098]}"
I could have birds.,neutral,dia354_utt0.mp4,"{""video"": [0.1148, 0.0, 0.0, 0.3279, 0.4098, 0.1475, 0.0], ""audio"": [0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0], ""text"": [0.0002, 0.0, 0.0, 0.0026, 0.997, 0.0002, 0.0]}"
