npc_id,intent_id,example_number,split,utterance,review_status,seed_terms
finn,woods_forest,30,test,,pending,wood | forest | whispering | trees | path | trail | outside | wilderness
finn,suspicious_spy,1,train,,pending,suspicious | spy | follow | watching | stranger | hooded | weird person | lurking
finn,suspicious_spy,2,train,,pending,suspicious | spy | follow | watching | stranger | hooded | weird person | lurking
finn,suspicious_spy,3,train,,pending,suspicious | spy | follow | watching | stranger | hooded | weird person | lurking
finn,suspicious_spy,4,train,,pending,suspicious | spy | follow | watching | stranger | hooded | weird person | lurking
finn,suspicious_spy,5,train,,pending,suspicious | spy | follow | watching | stranger | hooded | weird person | lurking
finn,suspicious_spy,6,train,,pending,suspicious | spy | follow | watching | stranger | hooded | weird person | lurking
finn,suspicious_spy,7,train,,pending,suspicious | spy | follow | watching | stranger | hooded | weird person | lurking
finn,suspicious_spy,8,train,,pending,suspicious | spy | follow | watching | stranger | hooded | weird person | lurking
finn,suspicious_spy,9,train,,pending,suspicious | spy | follow | watching | stranger | hooded | weird person | lurking
finn,suspicious_spy,10,train,,pending,suspicious | spy | follow | watching | stranger | hooded | weird person | lurking
finn,suspicious_spy,11,train,,pending,suspicious | spy | follow | watching | stranger | hooded | weird person | lurking
finn,suspicious_spy,12,train,,pending,suspicious | spy | follow | watching | stranger | hooded | weird person | lurking
finn,suspicious_spy,13,train,,pending,suspicious | spy | follow | watching | stranger | hooded | weird person | lurking
finn,suspicious_spy,14,train,,pending,suspicious | spy | follow | watching | stranger | hooded | weird person | lurking
finn,suspicious_spy,15,train,,pending,suspicious | spy | follow | watching | stranger | hooded | weird person | lurking
finn,suspicious_spy,16,train,,pending,suspicious | spy | follow | watching | stranger | hooded | weird person | lurking
finn,suspicious_spy,17,train,,pending,suspicious | spy | follow | watching | stranger | hooded | weird person | lurking
finn,suspicious_spy,18,train,,pending,suspicious | spy | follow | watching | stranger | hooded | weird person | lurking
finn,suspicious_spy,19,train,,pending,suspicious | spy | follow | watching | stranger | hooded | weird person | lurking
finn,suspicious_spy,20,train,,pending,suspicious | spy | follow | watching | stranger | hooded | weird person | lurking
finn,suspicious_spy,21,validation,,pending,suspicious | spy | follow | watching | stranger | hooded | weird person | lurking
finn,suspicious_spy,22,validation,,pending,suspicious | spy | follow | watching | stranger | hooded | weird person | lurking
finn,suspicious_spy,23,validation,,pending,suspicious | spy | follow | watching | stranger | hooded | weird person | lurking
finn,suspicious_spy,24,validation,,pending,suspicious | spy | follow | watching | stranger | hooded | weird person | lurking
finn,suspicious_spy,25,validation,,pending,suspicious | spy | follow | watching | stranger | hooded | weird person | lurking
finn,suspicious_spy,26,test,,pending,suspicious | spy | follow | watching | stranger | hooded | weird person | lurking
finn,suspicious_spy,27,test,,pending,suspicious | spy | follow | watching | stranger | hooded | weird person | lurking
finn,suspicious_spy,28,test,,pending,suspicious | spy | follow | watching | stranger | hooded | weird person | lurking
finn,suspicious_spy,29,test,,pending,suspicious | spy | follow | watching | stranger | hooded | weird person | lurking
finn,suspicious_spy,30,test,,pending,suspicious | spy | follow | watching | stranger | hooded | weird person | lurking
finn,ghost_scary,1,train,,pending,ghost | scary | afraid | haunted | spirit | strange noise | sound | moving
finn,ghost_scary,2,train,,pending,ghost | scary | afraid | haunted | spirit | strange noise | sound | moving
finn,ghost_scary,3,train,,pending,ghost | scary | afraid | haunted | spirit | strange noise | sound | moving
finn,ghost_scary,4,train,,pending,ghost | scary | afraid | haunted | spirit | strange noise | sound | moving
finn,ghost_scary,5,train,,pending,ghost | scary | afraid | haunted | spirit | strange noise | sound | moving
finn,ghost_scary,6,train,,pending,ghost | scary | afraid | haunted | spirit | strange noise | sound | moving
finn,ghost_scary,7,train,,pending,ghost | scary | afraid | haunted | spirit | strange noise | sound | moving
finn,ghost_scary,8,train,,pending,ghost | scary | afraid | haunted | spirit | strange noise | sound | moving
finn,ghost_scary,9,train,,pending,ghost | scary | afraid | haunted | spirit | strange noise | sound | moving
finn,ghost_scary,10,train,,pending,ghost | scary | afraid | haunted | spirit | strange noise | sound | moving
finn,ghost_scary,11,train,,pending,ghost | scary | afraid | haunted | spirit | strange noise | sound | moving
finn,ghost_scary,12,train,,pending,ghost | scary | afraid | haunted | spirit | strange noise | sound | moving
finn,ghost_scary,13,train,,pending,ghost | scary | afraid | haunted | spirit | strange noise | sound | moving
finn,ghost_scary,14,train,,pending,ghost | scary | afraid | haunted | spirit | strange noise | sound | moving
finn,ghost_scary,15,train,,pending,ghost | scary | afraid | haunted | spirit | strange noise | sound | moving
finn,ghost_scary,16,train,,pending,ghost | scary | afraid | haunted | spirit | strange noise | sound | moving
finn,ghost_scary,17,train,,pending,ghost | scary | afraid | haunted | spirit | strange noise | sound | moving
finn,ghost_scary,18,train,,pending,ghost | scary | afraid | haunted | spirit | strange noise | sound | moving
finn,ghost_scary,19,train,,pending,ghost | scary | afraid | haunted | spirit | strange noise | sound | moving
finn,ghost_scary,20,train,,pending,ghost | scary | afraid | haunted | spirit | strange noise | sound | moving
finn,ghost_scary,21,validation,,pending,ghost | scary | afraid | haunted | spirit | strange noise | sound | moving
finn,ghost_scary,22,validation,,pending,ghost | scary | afraid | haunted | spirit | strange noise | sound | moving
finn,ghost_scary,23,validation,,pending,ghost | scary | afraid | haunted | spirit | strange noise | sound | moving
finn,ghost_scary,24,validation,,pending,ghost | scary | afraid | haunted | spirit | strange noise | sound | moving
finn,ghost_scary,25,validation,,pending,ghost | scary | afraid | haunted | spirit | strange noise | sound | moving
finn,ghost_scary,26,test,,pending,ghost | scary | afraid | haunted | spirit | strange noise | sound | moving
finn,ghost_scary,27,test,,pending,ghost | scary | afraid | haunted | spirit | strange noise | sound | moving
finn,ghost_scary,28,test,,pending,ghost | scary | afraid | haunted | spirit | strange noise | sound | moving
finn,ghost_scary,29,test,,pending,ghost | scary | afraid | haunted | spirit | strange noise | sound | moving
finn,ghost_scary,30,test,,pending,ghost | scary | afraid | haunted | spirit | strange noise | sound | moving
finn,sam_forge,1,train,,pending,sam | forge | blacksmith | smith | anvil | metal | fire | sparks | bellows
finn,sam_forge,2,train,,pending,sam | forge | blacksmith | smith | anvil | metal | fire | sparks | bellows
finn,sam_forge,3,train,,pending,sam | forge | blacksmith | smith | anvil | metal | fire | sparks | bellows
finn,sam_forge,4,train,,pending,sam | forge | blacksmith | smith | anvil | metal | fire | sparks | bellows
finn,sam_forge,5,train,,pending,sam | forge | blacksmith | smith | anvil | metal | fire | sparks | bellows
finn,sam_forge,6,train,,pending,sam | forge | blacksmith | smith | anvil | metal | fire | sparks | bellows
finn,sam_forge,7,train,,pending,sam | forge | blacksmith | smith | anvil | metal | fire | sparks | bellows
finn,sam_forge,8,train,,pending,sam | forge | blacksmith | smith | anvil | metal | fire | sparks | bellows
finn,sam_forge,9,train,,pending,sam | forge | blacksmith | smith | anvil | metal | fire | sparks | bellows
finn,sam_forge,10,train,,pending,sam | forge | blacksmith | smith | anvil | metal | fire | sparks | bellows
finn,sam_forge,11,train,,pending,sam | forge | blacksmith | smith | anvil | metal | fire | sparks | bellows
finn,sam_forge,12,train,,pending,sam | forge | blacksmith | smith | anvil | metal | fire | sparks | bellows
finn,sam_forge,13,train,,pending,sam | forge | blacksmith | smith | anvil | metal | fire | sparks | bellows
finn,sam_forge,14,train,,pending,sam | forge | blacksmith | smith | anvil | metal | fire | sparks | bellows
finn,sam_forge,15,train,,pending,sam | forge | blacksmith | smith | anvil | metal | fire | sparks | bellows
finn,sam_forge,16,train,,pending,sam | forge | blacksmith | smith | anvil | metal | fire | sparks | bellows
finn,sam_forge,17,train,,pending,sam | forge | blacksmith | smith | anvil | metal | fire | sparks | bellows
finn,sam_forge,18,train,,pending,sam | forge | blacksmith | smith | anvil | metal | fire | sparks | bellows
finn,sam_forge,19,train,,pending,sam | forge | blacksmith | smith | anvil | metal | fire | sparks | bellows
finn,sam_forge,20,train,,pending,sam | forge | blacksmith | smith | anvil | metal | fire | sparks | bellows
finn,sam_forge,21,validation,,pending,sam | forge | blacksmith | smith | anvil | metal | fire | sparks | bellows
finn,sam_forge,22,validation,,pending,sam | forge | blacksmith | smith | anvil | metal | fire | sparks | bellows
finn,sam_forge,23,validation,,pending,sam | forge | blacksmith | smith | anvil | metal | fire | sparks | bellows
finn,sam_forge,24,validation,,pending,sam | forge | blacksmith | smith | anvil | metal | fire | sparks | bellows
finn,sam_forge,25,validation,,pending,sam | forge | blacksmith | smith | anvil | metal | fire | sparks | bellows
finn,sam_forge,26,test,,pending,sam | forge | blacksmith | smith | anvil | metal | fire | sparks | bellows
finn,sam_forge,27,test,,pending,sam | forge | blacksmith | smith | anvil | metal | fire | sparks | bellows
finn,sam_forge,28,test,,pending,sam | forge | blacksmith | smith | anvil | metal | fire | sparks | bellows
finn,sam_forge,29,test,,pending,sam | forge | blacksmith | smith | anvil | metal | fire | sparks | bellows
finn,sam_forge,30,test,,pending,sam | forge | blacksmith | smith | anvil | metal | fire | sparks | bellows
finn,merchant_missing,1,train,,pending,merchant | missing | disappeared | trader | cart | nobody talking
finn,merchant_missing,2,train,,pending,merchant | missing | disappeared | trader | cart | nobody talking
finn,merchant_missing,3,train,,pending,merchant | missing | disappeared | trader | cart | nobody talking
finn,merchant_missing,4,train,,pending,merchant | missing | disappeared | trader | cart | nobody talking
finn,merchant_missing,5,train,,pending,merchant | missing | disappeared | trader | cart | nobody talking
finn,merchant_missing,6,train,,pending,merchant | missing | disappeared | trader | cart | nobody talking
finn,merchant_missing,7,train,,pending,merchant | missing | disappeared | trader | cart | nobody talking
finn,merchant_missing,8,train,,pending,merchant | missing | disappeared | trader | cart | nobody talking
finn,merchant_missing,9,train,,pending,merchant | missing | disappeared | trader | cart | nobody talking
finn,merchant_missing,10,train,,pending,merchant | missing | disappeared | trader | cart | nobody talking
finn,merchant_missing,11,train,,pending,merchant | missing | disappeared | trader | cart | nobody talking
finn,merchant_missing,12,train,,pending,merchant | missing | disappeared | trader | cart | nobody talking
finn,merchant_missing,13,train,,pending,merchant | missing | disappeared | trader | cart | nobody talking
finn,merchant_missing,14,train,,pending,merchant | missing | disappeared | trader | cart | nobody talking
finn,merchant_missing,15,train,,pending,merchant | missing | disappeared | trader | cart | nobody talking
finn,merchant_missing,16,train,,pending,merchant | missing | disappeared | trader | cart | nobody talking
finn,merchant_missing,17,train,,pending,merchant | missing | disappeared | trader | cart | nobody talking
finn,merchant_missing,18,train,,pending,merchant | missing | disappeared | trader | cart | nobody talking
finn,merchant_missing,19,train,,pending,merchant | missing | disappeared | trader | cart | nobody talking
finn,merchant_missing,20,train,,pending,merchant | missing | disappeared | trader | cart | nobody talking
finn,merchant_missing,21,validation,,pending,merchant | missing | disappeared | trader | cart | nobody talking
finn,merchant_missing,22,validation,,pending,merchant | missing | disappeared | trader | cart | nobody talking
finn,merchant_missing,23,validation,,pending,merchant | missing | disappeared | trader | cart | nobody talking
finn,merchant_missing,24,validation,,pending,merchant | missing | disappeared | trader | cart | nobody talking
finn,merchant_missing,25,validation,,pending,merchant | missing | disappeared | trader | cart | nobody talking
finn,merchant_missing,26,test,,pending,merchant | missing | disappeared | trader | cart | nobody talking
finn,merchant_missing,27,test,,pending,merchant | missing | disappeared | trader | cart | nobody talking
finn,merchant_missing,28,test,,pending,merchant | missing | disappeared | trader | cart | nobody talking
finn,merchant_missing,29,test,,pending,merchant | missing | disappeared | trader | cart | nobody talking
finn,merchant_missing,30,test,,pending,merchant | missing | disappeared | trader | cart | nobody talking
finn,ruth_elder,1,train,,pending,tabitha | elder | old woman | sage | lore | wise | scary lady | tabitha
finn,ruth_elder,2,train,,pending,tabitha | elder | old woman | sage | lore | wise | scary lady | tabitha
finn,ruth_elder,3,train,,pending,tabitha | elder | old woman | sage | lore | wise | scary lady | tabitha
finn,ruth_elder,4,train,,pending,tabitha | elder | old woman | sage | lore | wise | scary lady | tabitha
finn,ruth_elder,5,train,,pending,tabitha | elder | old woman | sage | lore | wise | scary lady | tabitha
finn,ruth_elder,6,train,,pending,tabitha | elder | old woman | sage | lore | wise | scary lady | tabitha
finn,ruth_elder,7,train,,pending,tabitha | elder | old woman | sage | lore | wise | scary lady | tabitha
finn,ruth_elder,8,train,,pending,tabitha | elder | old woman | sage | lore | wise | scary lady | tabitha
finn,ruth_elder,9,train,,pending,tabitha | elder | old woman | sage | lore | wise | scary lady | tabitha
finn,ruth_elder,10,train,,pending,tabitha | elder | old woman | sage | lore | wise | scary lady | tabitha
finn,ruth_elder,11,train,,pending,tabitha | elder | old woman | sage | lore | wise | scary lady | tabitha
finn,ruth_elder,12,train,,pending,tabitha | elder | old woman | sage | lore | wise | scary lady | tabitha
finn,ruth_elder,13,train,,pending,tabitha | elder | old woman | sage | lore | wise | scary lady | tabitha
finn,ruth_elder,14,train,,pending,tabitha | elder | old woman | sage | lore | wise | scary lady | tabitha
finn,ruth_elder,15,train,,pending,tabitha | elder | old woman | sage | lore | wise | scary lady | tabitha
finn,ruth_elder,16,train,,pending,tabitha | elder | old woman | sage | lore | wise | scary lady | tabitha
finn,ruth_elder,17,train,,pending,tabitha | elder | old woman | sage | lore | wise | scary lady | tabitha
finn,ruth_elder,18,train,,pending,tabitha | elder | old woman | sage | lore | wise | scary lady | tabitha
finn,ruth_elder,19,train,,pending,tabitha | elder | old woman | sage | lore | wise | scary lady | tabitha
finn,ruth_elder,20,train,,pending,tabitha | elder | old woman | sage | lore | wise | scary lady | tabitha
finn,ruth_elder,21,validation,,pending,tabitha | elder | old woman | sage | lore | wise | scary lady | tabitha
finn,ruth_elder,22,validation,,pending,tabitha | elder | old woman | sage | lore | wise | scary lady | tabitha
finn,ruth_elder,23,validation,,pending,tabitha | elder | old woman | sage | lore | wise | scary lady | tabitha
finn,ruth_elder,24,validation,,pending,tabitha | elder | old woman | sage | lore | wise | scary lady | tabitha
finn,ruth_elder,25,validation,,pending,tabitha | elder | old woman | sage | lore | wise | scary lady | tabitha
finn,ruth_elder,26,test,,pending,tabitha | elder | old woman | sage | lore | wise | scary lady | tabitha
finn,ruth_elder,27,test,,pending,tabitha | elder | old woman | sage | lore | wise | scary lady | tabitha
finn,ruth_elder,28,test,,pending,tabitha | elder | old woman | sage | lore | wise | scary lady | tabitha
finn,ruth_elder,29,test,,pending,tabitha | elder | old woman | sage | lore | wise | scary lady | tabitha
finn,ruth_elder,30,test,,pending,tabitha | elder | old woman | sage | lore | wise | scary lady | tabitha
finn,secret_hidden,1,train,,pending,secret | hidden | find | discover | clue | mystery | puzzle | solving
finn,secret_hidden,2,train,,pending,secret | hidden | find | discover | clue | mystery | puzzle | solving
finn,secret_hidden,3,train,,pending,secret | hidden | find | discover | clue | mystery | puzzle | solving
finn,secret_hidden,4,train,,pending,secret | hidden | find | discover | clue | mystery | puzzle | solving
finn,secret_hidden,5,train,,pending,secret | hidden | find | discover | clue | mystery | puzzle | solving
finn,secret_hidden,6,train,,pending,secret | hidden | find | discover | clue | mystery | puzzle | solving
finn,secret_hidden,7,train,,pending,secret | hidden | find | discover | clue | mystery | puzzle | solving
finn,secret_hidden,8,train,,pending,secret | hidden | find | discover | clue | mystery | puzzle | solving
finn,secret_hidden,9,train,,pending,secret | hidden | find | discover | clue | mystery | puzzle | solving
finn,secret_hidden,10,train,,pending,secret | hidden | find | discover | clue | mystery | puzzle | solving
finn,secret_hidden,11,train,,pending,secret | hidden | find | discover | clue | mystery | puzzle | solving
finn,secret_hidden,12,train,,pending,secret | hidden | find | discover | clue | mystery | puzzle | solving
finn,secret_hidden,13,train,,pending,secret | hidden | find | discover | clue | mystery | puzzle | solving
finn,secret_hidden,14,train,,pending,secret | hidden | find | discover | clue | mystery | puzzle | solving
finn,secret_hidden,15,train,,pending,secret | hidden | find | discover | clue | mystery | puzzle | solving
finn,secret_hidden,16,train,,pending,secret | hidden | find | discover | clue | mystery | puzzle | solving
finn,secret_hidden,17,train,,pending,secret | hidden | find | discover | clue | mystery | puzzle | solving
finn,secret_hidden,18,train,,pending,secret | hidden | find | discover | clue | mystery | puzzle | solving
finn,secret_hidden,19,train,,pending,secret | hidden | find | discover | clue | mystery | puzzle | solving
finn,secret_hidden,20,train,,pending,secret | hidden | find | discover | clue | mystery | puzzle | solving
finn,secret_hidden,21,validation,,pending,secret | hidden | find | discover | clue | mystery | puzzle | solving
finn,secret_hidden,22,validation,,pending,secret | hidden | find | discover | clue | mystery | puzzle | solving
finn,secret_hidden,23,validation,,pending,secret | hidden | find | discover | clue | mystery | puzzle | solving
finn,secret_hidden,24,validation,,pending,secret | hidden | find | discover | clue | mystery | puzzle | solving
finn,secret_hidden,25,validation,,pending,secret | hidden | find | discover | clue | mystery | puzzle | solving
finn,secret_hidden,26,test,,pending,secret | hidden | find | discover | clue | mystery | puzzle | solving
finn,secret_hidden,27,test,,pending,secret | hidden | find | discover | clue | mystery | puzzle | solving
finn,secret_hidden,28,test,,pending,secret | hidden | find | discover | clue | mystery | puzzle | solving
finn,secret_hidden,29,test,,pending,secret | hidden | find | discover | clue | mystery | puzzle | solving
finn,secret_hidden,30,test,,pending,secret | hidden | find | discover | clue | mystery | puzzle | solving
finn,creature_monster,1,train,,pending,wolf | creature | monster | beast | animal | dire | dangerous animal
finn,creature_monster,2,train,,pending,wolf | creature | monster | beast | animal | dire | dangerous animal
finn,creature_monster,3,train,,pending,wolf | creature | monster | beast | animal | dire | dangerous animal
finn,creature_monster,4,train,,pending,wolf | creature | monster | beast | animal | dire | dangerous animal
finn,creature_monster,5,train,,pending,wolf | creature | monster | beast | animal | dire | dangerous animal
finn,creature_monster,6,train,,pending,wolf | creature | monster | beast | animal | dire | dangerous animal
finn,creature_monster,7,train,,pending,wolf | creature | monster | beast | animal | dire | dangerous animal
finn,creature_monster,8,train,,pending,wolf | creature | monster | beast | animal | dire | dangerous animal
finn,creature_monster,9,train,,pending,wolf | creature | monster | beast | animal | dire | dangerous animal
finn,creature_monster,10,train,,pending,wolf | creature | monster | beast | animal | dire | dangerous animal
finn,creature_monster,11,train,,pending,wolf | creature | monster | beast | animal | dire | dangerous animal
finn,creature_monster,12,train,,pending,wolf | creature | monster | beast | animal | dire | dangerous animal
finn,creature_monster,13,train,,pending,wolf | creature | monster | beast | animal | dire | dangerous animal
finn,creature_monster,14,train,,pending,wolf | creature | monster | beast | animal | dire | dangerous animal
finn,creature_monster,15,train,,pending,wolf | creature | monster | beast | animal | dire | dangerous animal
finn,creature_monster,16,train,,pending,wolf | creature | monster | beast | animal | dire | dangerous animal
finn,creature_monster,17,train,,pending,wolf | creature | monster | beast | animal | dire | dangerous animal
finn,creature_monster,18,train,,pending,wolf | creature | monster | beast | animal | dire | dangerous animal
finn,creature_monster,19,train,,pending,wolf | creature | monster | beast | animal | dire | dangerous animal
finn,creature_monster,20,train,,pending,wolf | creature | monster | beast | animal | dire | dangerous animal
finn,creature_monster,21,validation,,pending,wolf | creature | monster | beast | animal | dire | dangerous animal
finn,creature_monster,22,validation,,pending,wolf | creature | monster | beast | animal | dire | dangerous animal
finn,creature_monster,23,validation,,pending,wolf | creature | monster | beast | animal | dire | dangerous animal
finn,creature_monster,24,validation,,pending,wolf | creature | monster | beast | animal | dire | dangerous animal
finn,creature_monster,25,validation,,pending,wolf | creature | monster | beast | animal | dire | dangerous animal
finn,creature_monster,26,test,,pending,wolf | creature | monster | beast | animal | dire | dangerous animal
finn,creature_monster,27,test,,pending,wolf | creature | monster | beast | animal | dire | dangerous animal
finn,creature_monster,28,test,,pending,wolf | creature | monster | beast | animal | dire | dangerous animal
finn,creature_monster,29,test,,pending,wolf | creature | monster | beast | animal | dire | dangerous animal
finn,creature_monster,30,test,,pending,wolf | creature | monster | beast | animal | dire | dangerous animal
finn,scout_role,1,train,,pending,scout | tracking | trails | navigation | ridges | rooftops | lookout
finn,scout_role,2,train,,pending,scout | tracking | trails | navigation | ridges | rooftops | lookout
finn,scout_role,3,train,,pending,scout | tracking | trails | navigation | ridges | rooftops | lookout
finn,scout_role,4,train,,pending,scout | tracking | trails | navigation | ridges | rooftops | lookout
finn,scout_role,5,train,,pending,scout | tracking | trails | navigation | ridges | rooftops | lookout
finn,scout_role,6,train,,pending,scout | tracking | trails | navigation | ridges | rooftops | lookout
finn,scout_role,7,train,,pending,scout | tracking | trails | navigation | ridges | rooftops | lookout
finn,scout_role,8,train,,pending,scout | tracking | trails | navigation | ridges | rooftops | lookout
finn,scout_role,9,train,,pending,scout | tracking | trails | navigation | ridges | rooftops | lookout
finn,scout_role,10,train,,pending,scout | tracking | trails | navigation | ridges | rooftops | lookout
finn,scout_role,11,train,,pending,scout | tracking | trails | navigation | ridges | rooftops | lookout
finn,scout_role,12,train,,pending,scout | tracking | trails | navigation | ridges | rooftops | lookout
finn,scout_role,13,train,,pending,scout | tracking | trails | navigation | ridges | rooftops | lookout
finn,scout_role,14,train,,pending,scout | tracking | trails | navigation | ridges | rooftops | lookout
finn,scout_role,15,train,,pending,scout | tracking | trails | navigation | ridges | rooftops | lookout
finn,scout_role,16,train,,pending,scout | tracking | trails | navigation | ridges | rooftops | lookout
finn,scout_role,17,train,,pending,scout | tracking | trails | navigation | ridges | rooftops | lookout
finn,scout_role,18,train,,pending,scout | tracking | trails | navigation | ridges | rooftops | lookout
finn,scout_role,19,train,,pending,scout | tracking | trails | navigation | ridges | rooftops | lookout
finn,scout_role,20,train,,pending,scout | tracking | trails | navigation | ridges | rooftops | lookout
finn,scout_role,21,validation,,pending,scout | tracking | trails | navigation | ridges | rooftops | lookout
finn,scout_role,22,validation,,pending,scout | tracking | trails | navigation | ridges | rooftops | lookout
finn,scout_role,23,validation,,pending,scout | tracking | trails | navigation | ridges | rooftops | lookout
finn,scout_role,24,validation,,pending,scout | tracking | trails | navigation | ridges | rooftops | lookout
finn,scout_role,25,validation,,pending,scout | tracking | trails | navigation | ridges | rooftops | lookout
finn,scout_role,26,test,,pending,scout | tracking | trails | navigation | ridges | rooftops | lookout
finn,scout_role,27,test,,pending,scout | tracking | trails | navigation | ridges | rooftops | lookout
finn,scout_role,28,test,,pending,scout | tracking | trails | navigation | ridges | rooftops | lookout
finn,scout_role,29,test,,pending,scout | tracking | trails | navigation | ridges | rooftops | lookout
finn,scout_role,30,test,,pending,scout | tracking | trails | navigation | ridges | rooftops | lookout
finn,mercenary_role,1,train,,pending,mercenary | warrior | sword fighting | combat moves | fighting beasts
finn,mercenary_role,2,train,,pending,mercenary | warrior | sword fighting | combat moves | fighting beasts
finn,mercenary_role,3,train,,pending,mercenary | warrior | sword fighting | combat moves | fighting beasts
finn,mercenary_role,4,train,,pending,mercenary | warrior | sword fighting | combat moves | fighting beasts
finn,mercenary_role,5,train,,pending,mercenary | warrior | sword fighting | combat moves | fighting beasts
finn,mercenary_role,6,train,,pending,mercenary | warrior | sword fighting | combat moves | fighting beasts
finn,mercenary_role,7,train,,pending,mercenary | warrior | sword fighting | combat moves | fighting beasts
finn,mercenary_role,8,train,,pending,mercenary | warrior | sword fighting | combat moves | fighting beasts
finn,mercenary_role,9,train,,pending,mercenary | warrior | sword fighting | combat moves | fighting beasts
finn,mercenary_role,10,train,,pending,mercenary | warrior | sword fighting | combat moves | fighting beasts
finn,mercenary_role,11,train,,pending,mercenary | warrior | sword fighting | combat moves | fighting beasts
finn,mercenary_role,12,train,,pending,mercenary | warrior | sword fighting | combat moves | fighting beasts
finn,mercenary_role,13,train,,pending,mercenary | warrior | sword fighting | combat moves | fighting beasts
finn,mercenary_role,14,train,,pending,mercenary | warrior | sword fighting | combat moves | fighting beasts
finn,mercenary_role,15,train,,pending,mercenary | warrior | sword fighting | combat moves | fighting beasts
finn,mercenary_role,16,train,,pending,mercenary | warrior | sword fighting | combat moves | fighting beasts
finn,mercenary_role,17,train,,pending,mercenary | warrior | sword fighting | combat moves | fighting beasts
finn,mercenary_role,18,train,,pending,mercenary | warrior | sword fighting | combat moves | fighting beasts
finn,mercenary_role,19,train,,pending,mercenary | warrior | sword fighting | combat moves | fighting beasts
finn,mercenary_role,20,train,,pending,mercenary | warrior | sword fighting | combat moves | fighting beasts
finn,mercenary_role,21,validation,,pending,mercenary | warrior | sword fighting | combat moves | fighting beasts
finn,mercenary_role,22,validation,,pending,mercenary | warrior | sword fighting | combat moves | fighting beasts
finn,mercenary_role,23,validation,,pending,mercenary | warrior | sword fighting | combat moves | fighting beasts
finn,mercenary_role,24,validation,,pending,mercenary | warrior | sword fighting | combat moves | fighting beasts
finn,mercenary_role,25,validation,,pending,mercenary | warrior | sword fighting | combat moves | fighting beasts
finn,mercenary_role,26,test,,pending,mercenary | warrior | sword fighting | combat moves | fighting beasts
finn,mercenary_role,27,test,,pending,mercenary | warrior | sword fighting | combat moves | fighting beasts
finn,mercenary_role,28,test,,pending,mercenary | warrior | sword fighting | combat moves | fighting beasts
finn,mercenary_role,29,test,,pending,mercenary | warrior | sword fighting | combat moves | fighting beasts
finn,mercenary_role,30,test,,pending,mercenary | warrior | sword fighting | combat moves | fighting beasts
finn,origin_story,1,train,,pending,your past | your family | miller | growing up | how long here
finn,origin_story,2,train,,pending,your past | your family | miller | growing up | how long here
finn,origin_story,3,train,,pending,your past | your family | miller | growing up | how long here
finn,origin_story,4,train,,pending,your past | your family | miller | growing up | how long here
finn,origin_story,5,train,,pending,your past | your family | miller | growing up | how long here
finn,origin_story,6,train,,pending,your past | your family | miller | growing up | how long here
finn,origin_story,7,train,,pending,your past | your family | miller | growing up | how long here
finn,origin_story,8,train,,pending,your past | your family | miller | growing up | how long here
finn,origin_story,9,train,,pending,your past | your family | miller | growing up | how long here
finn,origin_story,10,train,,pending,your past | your family | miller | growing up | how long here
finn,origin_story,11,train,,pending,your past | your family | miller | growing up | how long here
finn,origin_story,12,train,,pending,your past | your family | miller | growing up | how long here
finn,origin_story,13,train,,pending,your past | your family | miller | growing up | how long here
finn,origin_story,14,train,,pending,your past | your family | miller | growing up | how long here
finn,origin_story,15,train,,pending,your past | your family | miller | growing up | how long here
finn,origin_story,16,train,,pending,your past | your family | miller | growing up | how long here
finn,origin_story,17,train,,pending,your past | your family | miller | growing up | how long here
finn,origin_story,18,train,,pending,your past | your family | miller | growing up | how long here
finn,origin_story,19,train,,pending,your past | your family | miller | growing up | how long here
finn,origin_story,20,train,,pending,your past | your family | miller | growing up | how long here
finn,origin_story,21,validation,,pending,your past | your family | miller | growing up | how long here
finn,origin_story,22,validation,,pending,your past | your family | miller | growing up | how long here
finn,origin_story,23,validation,,pending,your past | your family | miller | growing up | how long here
finn,origin_story,24,validation,,pending,your past | your family | miller | growing up | how long here
finn,origin_story,25,validation,,pending,your past | your family | miller | growing up | how long here
finn,origin_story,26,test,,pending,your past | your family | miller | growing up | how long here
finn,origin_story,27,test,,pending,your past | your family | miller | growing up | how long here
finn,origin_story,28,test,,pending,your past | your family | miller | growing up | how long here
finn,origin_story,29,test,,pending,your past | your family | miller | growing up | how long here
finn,origin_story,30,test,,pending,your past | your family | miller | growing up | how long here
finn,monsters_and_wildlife,1,train,,pending,dire wolf | wolves | beasts | forest danger | goblin tracks
finn,monsters_and_wildlife,2,train,,pending,dire wolf | wolves | beasts | forest danger | goblin tracks
finn,monsters_and_wildlife,3,train,,pending,dire wolf | wolves | beasts | forest danger | goblin tracks
finn,monsters_and_wildlife,4,train,,pending,dire wolf | wolves | beasts | forest danger | goblin tracks
finn,monsters_and_wildlife,5,train,,pending,dire wolf | wolves | beasts | forest danger | goblin tracks
finn,monsters_and_wildlife,6,train,,pending,dire wolf | wolves | beasts | forest danger | goblin tracks
finn,monsters_and_wildlife,7,train,,pending,dire wolf | wolves | beasts | forest danger | goblin tracks
finn,monsters_and_wildlife,8,train,,pending,dire wolf | wolves | beasts | forest danger | goblin tracks
finn,monsters_and_wildlife,9,train,,pending,dire wolf | wolves | beasts | forest danger | goblin tracks
