gem_id,meaning_representation,target,references
viggo-challenge_train_10_percent-120,"inform(name[Rollcage], release_year[1999], genres[action, driving/racing], platforms[PlayStation, PC], has_linux_release[no], has_mac_release[no])","Rollcage is a 1999 driving/racing game released for PlayStation and PC. Offering non-stop action, Rollcage is currently available for Windows with no release for Linux or Mac.","['Rollcage is a 1999 driving/racing game released for PlayStation and PC. Offering non-stop action, Rollcage is currently available for Windows with no release for Linux or Mac.']"
viggo-challenge_train_10_percent-121,"inform(name[Silent Hill 2], release_year[2001], rating[excellent], genres[action-adventure, puzzle])",Silent Hill 2 is a great action-adventure puzzle game released in 2001.,['Silent Hill 2 is a great action-adventure puzzle game released in 2001.']
viggo-challenge_train_10_percent-122,"inform(name[SpellForce 3], release_year[2017], rating[poor], genres[real-time strategy, role-playing], platforms[PC], available_on_steam[yes])",SpellForce 3 is a poor real-time strategy that came out in 2017 for PC only. The role-playing game is also on Steam.,['SpellForce 3 is a poor real-time strategy that came out in 2017 for PC only. The role-playing game is also on Steam.']
viggo-challenge_train_10_percent-123,"inform(name[Skyforge], release_year[2015], rating[poor], genres[adventure, hack-and-slash, MMORPG], player_perspective[third person])","Skyforge is a poor third person adventure, hack-and-slash, MMORPG released in 2015.","['Skyforge is a poor third person adventure, hack-and-slash, MMORPG released in 2015.']"
viggo-challenge_train_10_percent-124,"inform(name[Assassin's Creed II], genres[action-adventure, platformer], player_perspective[third person], has_multiplayer[no], platforms[PlayStation, Xbox, PC], has_linux_release[no], has_mac_release[yes])","Assassin's Creed II is a third person action-adventure platforming game that you can play on PlayStation, Xbox, and PC. It's even available on Mac, but not Linux. Unfortunately, there's no multiplayer.","[""Assassin's Creed II is a third person action-adventure platforming game that you can play on PlayStation, Xbox, and PC. It's even available on Mac, but not Linux. Unfortunately, there's no multiplayer.""]"
viggo-challenge_train_10_percent-125,"inform(name[Super Bomberman], release_year[1993], rating[average], genres[action, strategy])",Super Bomberman came out in 1993. It's an average game with action and strategy.,"[""Super Bomberman came out in 1993. It's an average game with action and strategy.""]"
viggo-challenge_train_10_percent-126,"inform(name[The Forest of Doom], rating[average], genres[role-playing, text adventure], platforms[PC], has_linux_release[yes], has_mac_release[yes])","The Forest of Doom is a role-playing text adventure game for PC only, with a Linux and Mac release too. If you enjoy such games, you might find this one pretty decent.","['The Forest of Doom is a role-playing text adventure game for PC only, with a Linux and Mac release too. If you enjoy such games, you might find this one pretty decent.']"
viggo-challenge_train_10_percent-127,"inform(name[Never Alone], genres[adventure, indie, platformer], platforms[PlayStation, Xbox, PC], has_linux_release[yes], has_mac_release[no])","The indie adventure platformer, Never Alone, can be played on PlayStation, Xbox, and PC. It even runs on Linux, but sadly not on Mac.","['The indie adventure platformer, Never Alone, can be played on PlayStation, Xbox, and PC. It even runs on Linux, but sadly not on Mac.']"
viggo-challenge_train_10_percent-128,"inform(name[Assetto Corsa], developer[Kunos Simulazioni], rating[good], genres[driving/racing, simulation, sport], player_perspective[first person, third person])",Assetto Corsa is a good driving racing simulation sport game by Kunos Simulazioni. It uses a first and third person perspective.,['Assetto Corsa is a good driving racing simulation sport game by Kunos Simulazioni. It uses a first and third person perspective.']
viggo-challenge_train_10_percent-129,"inform(name[The Room], genres[indie, point-and-click, puzzle], player_perspective[first person], has_multiplayer[no])",The Room is an indie first person point-and-click puzzle game. It does not have multiplayer.,['The Room is an indie first person point-and-click puzzle game. It does not have multiplayer.']
viggo-challenge_train_10_percent-130,"inform(name[Transport Tycoon], genres[simulation, strategy], player_perspective[bird view])",Transport Tycoon is a bird view strategy and simulation game.,['Transport Tycoon is a bird view strategy and simulation game.']
viggo-challenge_train_10_percent-131,"inform(name[Trivial Pursuit], release_year[2009], developer[Electronic Arts], rating[poor], genres[trivia/board game], platforms[PlayStation, Nintendo])",Trivial Pursuit is a trivia/board game that was released on PlayStation and Nintendo by Electronic Arts in 2009. It received poor ratings.,['Trivial Pursuit is a trivia/board game that was released on PlayStation and Nintendo by Electronic Arts in 2009. It received poor ratings.']
viggo-challenge_train_10_percent-132,"inform(name[Call of Duty: Advanced Warfare], genres[action, shooter], player_perspective[first person], platforms[PlayStation, Xbox, PC], has_linux_release[no], has_mac_release[no])","If you're looking for an action shooter game, try Call of Duty: Advanced Warfare. It has a first person player perspective, and it's available for PlayStation, Xbox, and PC. There is no Linux or Mac release.","[""If you're looking for an action shooter game, try Call of Duty: Advanced Warfare. It has a first person player perspective, and it's available for PlayStation, Xbox, and PC. There is no Linux or Mac release.""]"
viggo-challenge_train_10_percent-133,"inform(name[Bus Driver], rating[poor], genres[driving/racing, indie, simulation], has_multiplayer[no], platforms[PC], available_on_steam[yes], has_linux_release[no], has_mac_release[no])","Bus Driver is a single-player indie driving sim available on PC only, and is available on Steam. This game has an overall poor rating. It is not supported for Linux or Mac.","['Bus Driver is a single-player indie driving sim available on PC only, and is available on Steam. This game has an overall poor rating. It is not supported for Linux or Mac.']"
viggo-challenge_train_10_percent-134,"inform(name[Tom Clancy's Splinter Cell: Chaos Theory], release_year[2005], genres[action, tactical], player_perspective[first person, third person], has_multiplayer[yes])",Tom Clancy's Splinter Cell: Chaos Theory is a tactical action game that was released in 2005. It has multiplayer capabilities and is played in first and third person perspective.,"[""Tom Clancy's Splinter Cell: Chaos Theory is a tactical action game that was released in 2005. It has multiplayer capabilities and is played in first and third person perspective.""]"
viggo-challenge_train_10_percent-135,"inform(name[The Elder Scrolls Online], release_year[2014], rating[average], genres[MMORPG], player_perspective[first person, third person])","A decent game to try is the MMORPG The Elder Scrolls Online, released in 2014. You can play it in first person or third person perspective.","['A decent game to try is the MMORPG The Elder Scrolls Online, released in 2014. You can play it in first person or third person perspective.']"
viggo-challenge_train_10_percent-136,"inform(name[The Wolf Among Us], esrb[M (for Mature)], genres[adventure, point-and-click], player_perspective[third person], has_multiplayer[no], platforms[PlayStation, Xbox, PC], available_on_steam[yes])","The Wolf Among Us is a third person, point-and-click adventure game that is available on Steam and for the PlayStation, Xbox, and PC. It doesn't support multiplayer and is rated M (for Mature).","[""The Wolf Among Us is a third person, point-and-click adventure game that is available on Steam and for the PlayStation, Xbox, and PC. It doesn't support multiplayer and is rated M (for Mature).""]"
viggo-challenge_train_10_percent-137,"inform(name[Skyforge], genres[adventure, hack-and-slash, MMORPG], platforms[PlayStation, Xbox, PC], available_on_steam[yes], has_linux_release[no], has_mac_release[no])","One of my favorite PC games from Steam is Skyforge. Although it is unavailable on Linux and Mac systems, you can play the MMORPG on the PlayStation and Xbox consoles. The gameplay includes elements of adventure and the combat features engaging hack-and-slash action.","['One of my favorite PC games from Steam is Skyforge. Although it is unavailable on Linux and Mac systems, you can play the MMORPG on the PlayStation and Xbox consoles. The gameplay includes elements of adventure and the combat features engaging hack-and-slash action.']"
viggo-challenge_train_10_percent-138,"inform(name[Layers of Fear], rating[poor], genres[adventure, indie, point-and-click], platforms[PlayStation, Xbox, Nintendo Switch, PC], available_on_steam[yes])","In order to avoid a poor gaming experience, steer clear of Layers of Fear. It's an indie point-and-click adventure for the PlayStation, Xbox, Nintendo Switch, and PC through Steam.","[""In order to avoid a poor gaming experience, steer clear of Layers of Fear. It's an indie point-and-click adventure for the PlayStation, Xbox, Nintendo Switch, and PC through Steam.""]"
viggo-challenge_train_10_percent-139,"inform(name[F1 2014], developer[Codemasters Birmingham], genres[driving/racing, simulation, sport])","Codemasters Birmingham developed a gamed called F1 2014, which is a sport racing simulator.","['Codemasters Birmingham developed a gamed called F1 2014, which is a sport racing simulator.']"
viggo-challenge_train_10_percent-140,"inform(name[Grand Theft Auto V], esrb[M (for Mature)], genres[action-adventure, driving/racing, shooter], player_perspective[first person, third person], has_multiplayer[yes])","Grand Theft Auto V is an action-adventure game that includes driving/racing and shooting. It is played in both the third person and first person perspectives, and can be played with your friends. Be aware, it is rated M (for Mature).","['Grand Theft Auto V is an action-adventure game that includes driving/racing and shooting. It is played in both the third person and first person perspectives, and can be played with your friends. Be aware, it is rated M (for Mature).']"
viggo-challenge_train_10_percent-141,"inform(name[The Room], developer[Fireproof Games], rating[excellent], genres[indie, point-and-click, puzzle])",The Room is a great indie point-and-click puzzle game made by Fireproof Games.,['The Room is a great indie point-and-click puzzle game made by Fireproof Games.']
viggo-challenge_train_10_percent-142,"inform(name[Metroid Prime Pinball], esrb[E (for Everyone)], rating[average], genres[pinball, puzzle], has_multiplayer[yes], platforms[Nintendo])","A decent game that I have played in the past is the pinball puzzle game Metroid Prime Pinball. It is rated E (for everyone), and you can play it multiplayer. It is made for the Nintendo consoles only.","['A decent game that I have played in the past is the pinball puzzle game Metroid Prime Pinball. It is rated E (for everyone), and you can play it multiplayer. It is made for the Nintendo consoles only.']"
viggo-challenge_train_10_percent-143,"inform(name[Heroes of Might and Magic III: The Restoration of Erathia], release_year[1999], rating[good], genres[turn-based strategy])",Heroes of Might and Magic III: The Restoration of Erathia is a 1999 turn-based strategy game with good ratings.,['Heroes of Might and Magic III: The Restoration of Erathia is a 1999 turn-based strategy game with good ratings.']
viggo-challenge_train_10_percent-144,"inform(name[TrackMania Turbo], release_year[2016], rating[good], genres[arcade, driving/racing], player_perspective[first person, third person], has_multiplayer[yes])",TrackMania Turbo is a good driving/racing arcade game released in 2016. It is a multiplayer game with first and third person perspective.,['TrackMania Turbo is a good driving/racing arcade game released in 2016. It is a multiplayer game with first and third person perspective.']
viggo-challenge_train_10_percent-145,"inform(name[The Witcher 3: Wild Hunt], genres[action-adventure, role-playing], has_multiplayer[no])",I had fun playing The Witcher 3: Wild Hunt. It's a single-player action-adventure RPG.,"[""I had fun playing The Witcher 3: Wild Hunt. It's a single-player action-adventure RPG.""]"
viggo-challenge_train_10_percent-146,"inform(name[SpellForce 3], genres[real-time strategy, role-playing], player_perspective[bird view], has_multiplayer[yes], platforms[PC], available_on_steam[yes], has_linux_release[no], has_mac_release[no])","If you want a real-time strategy, role-player with bird view perspective and multiplayer, you should try SpellForce 3. It is only for PC and is available on Steam. There is no release for Linux or Mac, though.","['If you want a real-time strategy, role-player with bird view perspective and multiplayer, you should try SpellForce 3. It is only for PC and is available on Steam. There is no release for Linux or Mac, though.']"
viggo-challenge_train_10_percent-147,"inform(name[Ori and the Blind Forest], release_year[2015], rating[excellent], genres[adventure, platformer, puzzle], player_perspective[side view], platforms[Xbox, PC], has_linux_release[no], has_mac_release[no])","Ori and the Blind Forest was released in 2015, and it is an excellent side view adventure, puzzle platformer. It runs on Xbox and PC, but it is not out on Linux or Mac.","['Ori and the Blind Forest was released in 2015, and it is an excellent side view adventure, puzzle platformer. It runs on Xbox and PC, but it is not out on Linux or Mac.']"
viggo-challenge_train_10_percent-148,"inform(name[MotorStorm: Apocalypse], release_year[2011], rating[poor], genres[vehicular combat], player_perspective[third person], has_multiplayer[yes], platforms[PlayStation])","MotorStorm: Apocalypse came out in 2011. The game, involving third person vehicular combat, was released only on the PlayStation. Although the game supports multiplayer, the reviews were poor.","['MotorStorm: Apocalypse came out in 2011. The game, involving third person vehicular combat, was released only on the PlayStation. Although the game supports multiplayer, the reviews were poor.']"
viggo-challenge_train_10_percent-149,"inform(name[Madden NFL 15], release_year[2014], rating[average], genres[simulation, sport], player_perspective[bird view, third person], has_multiplayer[yes], platforms[PlayStation, Xbox])",Madden NFL 15 can be played on PlayStation and Xbox. It is a sport simulation game that was released in 2014. It can be played multiplayer in the bird view and third person perspective. Most players rate it as average.,['Madden NFL 15 can be played on PlayStation and Xbox. It is a sport simulation game that was released in 2014. It can be played multiplayer in the bird view and third person perspective. Most players rate it as average.']
viggo-challenge_train_10_percent-150,"inform(name[BioShock], release_year[2007], developer[2K Boston], genres[action-adventure, role-playing, shooter], platforms[PlayStation, Xbox, PC], available_on_steam[yes], has_linux_release[no], has_mac_release[yes])","BioShock is an action-adventure, role-playing shooter that was developed by 2K Boston. It was released in 2007 for the PlayStation, Xbox, and PC. It is available on Steam and has a Mac release, but it doesn't have a Linux release.","[""BioShock is an action-adventure, role-playing shooter that was developed by 2K Boston. It was released in 2007 for the PlayStation, Xbox, and PC. It is available on Steam and has a Mac release, but it doesn't have a Linux release.""]"
viggo-challenge_train_10_percent-151,"inform(name[Rollcage], release_year[1999], rating[average], genres[action, driving/racing])","For an action racing game, I highly recommend Rollcage. It has an average score when it comes to user ratings, but do not let this discourage you. Taking into consideration that the year was 1999 when Rollcage was released, it is standing the test of time.","['For an action racing game, I highly recommend Rollcage. It has an average score when it comes to user ratings, but do not let this discourage you. Taking into consideration that the year was 1999 when Rollcage was released, it is standing the test of time.']"
viggo-challenge_train_10_percent-152,"inform(name[Stronghold 2], developer[Firefly Studios], rating[average], genres[real-time strategy, simulation], player_perspective[bird view], has_multiplayer[yes])",Stronghold 2 by Firefly Studios is an average real-time strategy simulation with a multiplayer mode. Every player plays the game from a bird view perspective.,['Stronghold 2 by Firefly Studios is an average real-time strategy simulation with a multiplayer mode. Every player plays the game from a bird view perspective.']
viggo-challenge_train_10_percent-153,"inform(name[Need for Speed: Most Wanted], release_year[2005], genres[driving/racing], has_multiplayer[yes])",Need for Speed: Most Wanted is a racing game originally released in 2005. The game has multiplayer support.,['Need for Speed: Most Wanted is a racing game originally released in 2005. The game has multiplayer support.']
viggo-challenge_train_10_percent-154,"inform(name[Metroid Prime Pinball], esrb[E (for Everyone)], rating[average], genres[pinball, puzzle], has_multiplayer[yes], platforms[Nintendo])","Metroid Prime Pinball is an average-rated pinball, puzzle game with multiplayer. It is rated E (for Everyone), and is available for Nintendo.","['Metroid Prime Pinball is an average-rated pinball, puzzle game with multiplayer. It is rated E (for Everyone), and is available for Nintendo.']"
viggo-challenge_train_10_percent-155,"inform(name[God of War], rating[excellent], genres[action-adventure, platformer, role-playing], player_perspective[third person], has_multiplayer[no], platforms[PlayStation])","If you like single-player role-playing games, God of War is an excellent third person action-adventure platformer. It runs exclusively on PlayStation.","['If you like single-player role-playing games, God of War is an excellent third person action-adventure platformer. It runs exclusively on PlayStation.']"
viggo-challenge_train_10_percent-156,"inform(name[Dirt: Showdown], rating[average], genres[driving/racing, sport])",Dirt: Showdown is a decent sport racing game.,['Dirt: Showdown is a decent sport racing game.']
viggo-challenge_train_10_percent-157,"inform(name[Assassin's Creed Chronicles: India], rating[poor], genres[action-adventure, platformer], platforms[PlayStation, Xbox, PC], has_linux_release[no], has_mac_release[no])","Assassin's Creed Chronicles: India is an action-adventure platformer game. Though it's received some poor ratings and doesn't have a Mac or Linux release, it can be played on PlayStation, Xbox as well as PC.","[""Assassin's Creed Chronicles: India is an action-adventure platformer game. Though it's received some poor ratings and doesn't have a Mac or Linux release, it can be played on PlayStation, Xbox as well as PC.""]"
viggo-challenge_train_10_percent-158,"inform(name[Quantum Break], release_year[2016], developer[Remedy Entertainment], rating[average], genres[adventure, shooter], player_perspective[third person])","If you're looking for the average third person adventure-shooter, you should try Remedy Entertainment's Quantum Break. It came out in 2016.","[""If you're looking for the average third person adventure-shooter, you should try Remedy Entertainment's Quantum Break. It came out in 2016.""]"
viggo-challenge_train_10_percent-159,"inform(name[Trivial Pursuit], release_year[2009], rating[poor], genres[trivia/board game], platforms[PlayStation, Nintendo])",Trivial Pursuit came out in 2009 for PlayStation and Nintendo. It is a poor trivia/board game.,['Trivial Pursuit came out in 2009 for PlayStation and Nintendo. It is a poor trivia/board game.']
viggo-challenge_train_10_percent-160,"inform(name[The Room], rating[excellent], genres[indie, point-and-click, puzzle])",The Room is an excellent indie point-and-click game with fun puzzle solving.,['The Room is an excellent indie point-and-click game with fun puzzle solving.']
viggo-challenge_train_10_percent-161,"inform(name[Little Nightmares], rating[good], genres[adventure, platformer, puzzle], player_perspective[side view], platforms[PlayStation, Xbox, PC], available_on_steam[yes], has_linux_release[yes], has_mac_release[no])","Little Nightmares is a good adventure and puzzle platformer with a side view perspective. It was released on PlayStation, Xbox, and PC, and it is available on Steam. It has a Linux release, but not a Mac release.","['Little Nightmares is a good adventure and puzzle platformer with a side view perspective. It was released on PlayStation, Xbox, and PC, and it is available on Steam. It has a Linux release, but not a Mac release.']"
viggo-challenge_train_10_percent-162,"inform(name[The Elder Scrolls Online], rating[average], genres[MMORPG], platforms[PlayStation, Xbox, PC], available_on_steam[yes], has_linux_release[no], has_mac_release[yes])","The Elder Scrolls Online is an average-rated MMORPG. It is available on Steam, and is on PlayStation, Xbox, and PC. It is released for Mac, but not for Linux.","['The Elder Scrolls Online is an average-rated MMORPG. It is available on Steam, and is on PlayStation, Xbox, and PC. It is released for Mac, but not for Linux.']"
viggo-challenge_train_10_percent-163,"inform(name[Little Nightmares], developer[Tarsier Studios], genres[adventure, platformer, puzzle], platforms[PlayStation, Xbox, PC], has_linux_release[yes], has_mac_release[no])","Little Nightmares is an adventure puzzle game by Tarsier Studios. The platformer game is available on PlayStation, Xbox, and PC. The title is not available on Mac, but can be played on Linux.","['Little Nightmares is an adventure puzzle game by Tarsier Studios. The platformer game is available on PlayStation, Xbox, and PC. The title is not available on Mac, but can be played on Linux.']"
viggo-challenge_train_10_percent-164,"inform(name[Driver], release_year[1999], rating[average], genres[driving/racing, simulation])",Driver is a driving/racing simulator released in 1999 to average reviews.,['Driver is a driving/racing simulator released in 1999 to average reviews.']
viggo-challenge_train_10_percent-165,"inform(name[Dance Dance Revolution Universe 3], release_year[2008], esrb[E (for Everyone)], rating[poor], genres[music], has_multiplayer[yes], platforms[Xbox])",Dance Dance Revolution Universe 3 is a 2008 music game for Xbox. It is a multiplayer game for everyone with a poor rating.,['Dance Dance Revolution Universe 3 is a 2008 music game for Xbox. It is a multiplayer game for everyone with a poor rating.']
viggo-challenge_train_10_percent-166,"inform(name[The Room], developer[Fireproof Games], rating[excellent], genres[indie, point-and-click, puzzle])",The Room is an excellent puzzle game developed by Fireproof Games. It's an indie point-and-click game that you should definitely try.,"[""The Room is an excellent puzzle game developed by Fireproof Games. It's an indie point-and-click game that you should definitely try.""]"
viggo-challenge_train_10_percent-167,"inform(name[Warcraft III: Reign of Chaos], rating[excellent], genres[real-time strategy], player_perspective[bird view])",Warcraft III: Reign of Chaos is an excellent real-time strategy game played in bird view perspective.,['Warcraft III: Reign of Chaos is an excellent real-time strategy game played in bird view perspective.']
viggo-challenge_train_10_percent-168,"inform(name[Life is Strange], genres[role-playing], player_perspective[third person], has_multiplayer[no], platforms[PlayStation, Xbox, PC], available_on_steam[yes], has_linux_release[yes], has_mac_release[yes])","Life is Strange is a single-player third person role-playing game. It runs on PlayStation, Xbox, and PC, and it is supported by Mac and Linux. It is also available on Steam.","['Life is Strange is a single-player third person role-playing game. It runs on PlayStation, Xbox, and PC, and it is supported by Mac and Linux. It is also available on Steam.']"
viggo-challenge_train_10_percent-169,"inform(name[Uncharted 4: A Thief's End], developer[Naughty Dog], rating[excellent], genres[action-adventure, shooter], player_perspective[third person], platforms[PlayStation])","Uncharted 4: A Thief's End was a game made by Naughty Dog exclusively for PlayStation. The game is a third person, action-adventure shooter with excellent reviews.","[""Uncharted 4: A Thief's End was a game made by Naughty Dog exclusively for PlayStation. The game is a third person, action-adventure shooter with excellent reviews.""]"
viggo-challenge_train_10_percent-170,"inform(name[Heroes of Might and Magic III: The Restoration of Erathia], release_year[1999], rating[good], genres[turn-based strategy], player_perspective[bird view])",Heroes of Might and Magic III: The Restoration of Erathia is a good turn-based strategy that was released in 1999 with a bird view perspective.,['Heroes of Might and Magic III: The Restoration of Erathia is a good turn-based strategy that was released in 1999 with a bird view perspective.']
viggo-challenge_train_10_percent-171,"inform(name[NHL 15], release_year[2014], rating[average], genres[simulation, sport], player_perspective[bird view])",NHL 15 is an average sport simulation game from 2014. The game is played from a bird view perspective.,['NHL 15 is an average sport simulation game from 2014. The game is played from a bird view perspective.']
viggo-challenge_train_10_percent-172,"inform(name[Ori and the Blind Forest], genres[adventure, platformer, puzzle], has_multiplayer[no])","If you want an adventure puzzle platformer with no multiplayer, try Ori and the Blind Forest.","['If you want an adventure puzzle platformer with no multiplayer, try Ori and the Blind Forest.']"
viggo-challenge_train_10_percent-173,"inform(name[Guitar Hero: Smash Hits], genres[music], player_perspective[first person], has_multiplayer[yes])",Guitar Hero: Smash Hits is a first person music game that has multiplayer.,['Guitar Hero: Smash Hits is a first person music game that has multiplayer.']
viggo-challenge_train_10_percent-174,"inform(name[Small World 2], developer[Days of Wonder], genres[indie, trivia/board game], has_multiplayer[yes], platforms[PC], available_on_steam[yes])",Small World 2 is a multiplayer trivia/board game available on Steam for PC. It was released by the indie developer Days of Wonder.,['Small World 2 is a multiplayer trivia/board game available on Steam for PC. It was released by the indie developer Days of Wonder.']
viggo-challenge_train_10_percent-175,"inform(name[Metro 2033], release_year[2010], genres[action, role-playing, shooter], has_multiplayer[no])",Metro 2033 is a role-playing action shooter game released in 2010. The game has no multiplayer in it.,['Metro 2033 is a role-playing action shooter game released in 2010. The game has no multiplayer in it.']
viggo-challenge_train_10_percent-176,"inform(name[Mirror's Edge Catalyst], developer[EA Digital Illusions CE], rating[average], genres[action-adventure, fighting])",Mirror's Edge Catalyst is a first person action-adventure fighting game developed by EA Digital Illusions CE. It received average ratings among fans.,"[""Mirror's Edge Catalyst is a first person action-adventure fighting game developed by EA Digital Illusions CE. It received average ratings among fans.""]"
viggo-challenge_train_10_percent-177,"inform(name[SpellForce 3], release_year[2017], genres[real-time strategy, role-playing])","SpellForce 3 is a real-time strategy, role-playing game that came out in 2017.","['SpellForce 3 is a real-time strategy, role-playing game that came out in 2017.']"
viggo-challenge_train_10_percent-178,"inform(name[Hellblade: Senua's Sacrifice], genres[adventure, hack-and-slash, indie], player_perspective[third person], platforms[PlayStation, Xbox, PC], available_on_steam[yes], has_linux_release[no], has_mac_release[no])","Hellblade: Senua's Sacrifice is a third person indie adventure, hack-and-slash game. It is available on PlayStation, Xbox, and PC, and it is available on Steam. It does not have a version for Mac or Linux.","[""Hellblade: Senua's Sacrifice is a third person indie adventure, hack-and-slash game. It is available on PlayStation, Xbox, and PC, and it is available on Steam. It does not have a version for Mac or Linux.""]"
viggo-challenge_train_10_percent-179,"inform(name[Age of Wonders II: The Wizard's Throne], release_year[2002], rating[poor], genres[role-playing, turn-based strategy], player_perspective[bird view], has_multiplayer[yes])",Age of Wonders II: The Wizard's Throne was a poor role-playing turn-based strategy game from 2002. It has a bird view perspective and you can play multiplayer.,"[""Age of Wonders II: The Wizard's Throne was a poor role-playing turn-based strategy game from 2002. It has a bird view perspective and you can play multiplayer.""]"
viggo-challenge_train_10_percent-180,"inform(name[Need for Speed: The Run], rating[average], genres[driving/racing], player_perspective[first person, third person], has_multiplayer[yes])",Need for Speed: The Run is an average rated driving/racing game played in first or third person modes. It also has multiplayer capabilities.,['Need for Speed: The Run is an average rated driving/racing game played in first or third person modes. It also has multiplayer capabilities.']
viggo-challenge_train_10_percent-181,"inform(name[Alan Wake's American Nightmare], rating[poor], genres[action-adventure, shooter], has_multiplayer[no])",Alan Wake's American Nightmare is a poor action-adventure shooter without multiplayer.,"[""Alan Wake's American Nightmare is a poor action-adventure shooter without multiplayer.""]"
viggo-challenge_train_10_percent-182,"inform(name[Super Mario World], release_year[1990], developer[Nintendo EAD], rating[excellent], genres[platformer], player_perspective[side view], platforms[Nintendo])",Super Mario World is an amazing side view platformer. Nintendo EAD really outdid themselves in 1990 when they made this game for the Nintendo consoles.,['Super Mario World is an amazing side view platformer. Nintendo EAD really outdid themselves in 1990 when they made this game for the Nintendo consoles.']
viggo-challenge_train_10_percent-183,"inform(name[Call of Duty: Advanced Warfare], rating[average], genres[action, shooter], player_perspective[first person], platforms[PlayStation, Xbox, PC], available_on_steam[yes])","Call of Duty: Advanced Warfare is a first person action-shooter with average ratings. It runs on PlayStation, Xbox, and PC, and it is available on Steam.","['Call of Duty: Advanced Warfare is a first person action-shooter with average ratings. It runs on PlayStation, Xbox, and PC, and it is available on Steam.']"
viggo-challenge_train_10_percent-184,"inform(name[Ori and the Blind Forest], genres[adventure, platformer, puzzle], has_multiplayer[no], platforms[Xbox, PC])",Ori and the Blind Forest is an adventure puzzle platformer for Xbox and PC that has no multiplayer function.,['Ori and the Blind Forest is an adventure puzzle platformer for Xbox and PC that has no multiplayer function.']
viggo-challenge_train_10_percent-185,"inform(name[NBA 2K16], release_year[2015], genres[sport], player_perspective[third person], platforms[PlayStation, Xbox, PC], has_linux_release[no], has_mac_release[no])","NBA 2K16 was released for PlayStation, Xbox, and PC in 2015, but has no Linux or Mac release. It is a third person sports game.","['NBA 2K16 was released for PlayStation, Xbox, and PC in 2015, but has no Linux or Mac release. It is a third person sports game.']"
viggo-challenge_train_10_percent-186,"inform(name[Mafia], genres[driving/racing, fighting, shooter], has_multiplayer[no], platforms[PlayStation, Xbox, PC], available_on_steam[yes], has_linux_release[no], has_mac_release[no])","If you are into fighting games, Mafia is a single-player driving shooter. It is available on PlayStation, Xbox, and PC, but it is not on Mac or Linux. You can grab it on Steam.","['If you are into fighting games, Mafia is a single-player driving shooter. It is available on PlayStation, Xbox, and PC, but it is not on Mac or Linux. You can grab it on Steam.']"
viggo-challenge_train_10_percent-187,"inform(name[The Vanishing of Ethan Carter], release_year[2014], esrb[M (for Mature)], rating[average], genres[adventure, indie])","The Vanishing of Ethan Carter was mostly just okay. It's your average indie-adventure title that came out in 2014. Be aware it's not a children's game, and has an M-rating.","[""The Vanishing of Ethan Carter was mostly just okay. It's your average indie-adventure title that came out in 2014. Be aware it's not a children's game, and has an M-rating.""]"
viggo-challenge_train_10_percent-188,"inform(name[Guitar Hero: Smash Hits], release_year[2009], rating[poor], genres[music], player_perspective[first person], platforms[PlayStation, Xbox, Nintendo])","Guitar Hero: Smash Hits is a 2009 first person music game for PlayStation, Xbox, and Nintendo. It has poor ratings.","['Guitar Hero: Smash Hits is a 2009 first person music game for PlayStation, Xbox, and Nintendo. It has poor ratings.']"
viggo-challenge_train_10_percent-189,"inform(name[The Vanishing of Ethan Carter], release_year[2014], genres[adventure, indie], has_multiplayer[no], platforms[PlayStation, Xbox, PC], available_on_steam[yes], has_linux_release[no], has_mac_release[no])","The Vanishing of Ethan Carter is an indie adventure game that was released in 2014 for PlayStation, Xbox, and PC. It is available on Steam. It was not released on Linux or Mac, and it does not have a multiplayer mode.","['The Vanishing of Ethan Carter is an indie adventure game that was released in 2014 for PlayStation, Xbox, and PC. It is available on Steam. It was not released on Linux or Mac, and it does not have a multiplayer mode.']"
viggo-challenge_train_10_percent-190,"inform(name[Need for Speed: The Run], release_year[2011], esrb[T (for Teen)], genres[driving/racing])",Need for Speed: The Run is a 2011 racing game that is rated T for teen audiences.,['Need for Speed: The Run is a 2011 racing game that is rated T for teen audiences.']
viggo-challenge_train_10_percent-191,"inform(name[The Elder Scrolls Online], release_year[2014], developer[ZeniMax Online Studios], esrb[M (for Mature)], genres[MMORPG], player_perspective[first person, third person])",The Elder Scrolls Online is a MMORPG that came out in 2014 from ZeniMax Online Studios. The game is rated M (for Mature) and offers both first person and third person perspectives.,['The Elder Scrolls Online is a MMORPG that came out in 2014 from ZeniMax Online Studios. The game is rated M (for Mature) and offers both first person and third person perspectives.']
viggo-challenge_train_10_percent-192,"inform(name[Uncharted 4: A Thief's End], developer[Naughty Dog], genres[action-adventure, shooter], player_perspective[third person], has_multiplayer[yes], platforms[PlayStation])",Uncharted 4: A Thief's End is a multiplayer third person action-adventure shooter. It was developed by Naughty Dog for PlayStation.,"[""Uncharted 4: A Thief's End is a multiplayer third person action-adventure shooter. It was developed by Naughty Dog for PlayStation.""]"
