gem_id,meaning_representation,target,references
viggo-challenge_train_20_percent-215,"inform(name[Transport Tycoon], genres[simulation, strategy], platforms[PC], available_on_steam[no])","The PC only simulation strategy, Transport Tycoon, is unfortunately not available on Steam.","['The PC only simulation strategy, Transport Tycoon, is unfortunately not available on Steam.']"
viggo-challenge_train_20_percent-216,"inform(name[Madden NFL 15], release_year[2014], rating[average], genres[simulation, sport], player_perspective[bird view, third person], has_multiplayer[yes])",Madden NFL 15 is a sport simulation game released in 2014. The game has both a bird's eye and a third person perspective while offering multiplayer support. The game received average ratings from players.,"[""Madden NFL 15 is a sport simulation game released in 2014. The game has both a bird's eye and a third person perspective while offering multiplayer support. The game received average ratings from players.""]"
viggo-challenge_train_20_percent-217,"inform(name[Trivial Pursuit], release_year[2009], rating[poor], genres[trivia/board game], platforms[PlayStation, Nintendo])",Trivial Pursuit came out in 2009 for PlayStation and Nintendo. It is a poor trivia/board game.,['Trivial Pursuit came out in 2009 for PlayStation and Nintendo. It is a poor trivia/board game.']
viggo-challenge_train_20_percent-218,"inform(name[Crysis], release_year[2007], developer[Crytek Frankfurt], rating[good], genres[action-adventure, shooter], player_perspective[first person])",Crysis by Crytek Frankfurt in 2007 is a first person action-adventure shooter with positive ratings.,['Crysis by Crytek Frankfurt in 2007 is a first person action-adventure shooter with positive ratings.']
viggo-challenge_train_20_percent-219,"inform(name[Alan Wake's American Nightmare], release_year[2012], rating[poor], genres[action-adventure, shooter], platforms[Xbox, PC], available_on_steam[yes], has_linux_release[no], has_mac_release[no])","Alan Wake's American Nightmare is a pretty poor action-adventure shooter from 2012, and released for Xbox and PC only. It's available on Steam, but doesn't have a Linux or a Mac release.","[""Alan Wake's American Nightmare is a pretty poor action-adventure shooter from 2012, and released for Xbox and PC only. It's available on Steam, but doesn't have a Linux or a Mac release.""]"
viggo-challenge_train_20_percent-220,"inform(name[Mirror's Edge Catalyst], release_year[2016], genres[action-adventure, fighting], player_perspective[first person], platforms[PlayStation, Xbox, PC], available_on_steam[no])","Mirror's Edge Catalyst is a 2016 action-adventure fighting game that is played from a first person perspective. It is available for PlayStation, Xbox, and PC, but you cannot play it on Steam.","[""Mirror's Edge Catalyst is a 2016 action-adventure fighting game that is played from a first person perspective. It is available for PlayStation, Xbox, and PC, but you cannot play it on Steam.""]"
viggo-challenge_train_20_percent-221,"inform(name[The Elder Scrolls V: Skyrim], release_year[2011], rating[good], genres[adventure, role-playing], player_perspective[first person, third person], has_multiplayer[no])","The Elder Scrolls V: Skyrim is a good adventure RPG title released in 2011 that can be played single-player only, and from either the first person or third person view.","['The Elder Scrolls V: Skyrim is a good adventure RPG title released in 2011 that can be played single-player only, and from either the first person or third person view.']"
viggo-challenge_train_20_percent-222,"inform(name[The Wolf Among Us], release_year[2013], rating[good], genres[adventure, point-and-click], player_perspective[third person], platforms[PlayStation, Xbox, PC], has_linux_release[no], has_mac_release[yes])","The Wolf Among Us is a good point-and-click, third person adventure game. It was out on 2013 for PlayStation, Xbox, PC, and Mac. It currently has no Linux support.","['The Wolf Among Us is a good point-and-click, third person adventure game. It was out on 2013 for PlayStation, Xbox, PC, and Mac. It currently has no Linux support.']"
viggo-challenge_train_20_percent-223,"inform(name[Far Cry 3], rating[good], genres[action-adventure, shooter], player_perspective[first person], platforms[PlayStation, Xbox, PC], has_linux_release[no], has_mac_release[no])","Far Cry 3 is a good first person action-adventure shooter game. It is available for PlayStation, Xbox, and PC, but it is not supported on Mac or Linux.","['Far Cry 3 is a good first person action-adventure shooter game. It is available for PlayStation, Xbox, and PC, but it is not supported on Mac or Linux.']"
viggo-challenge_train_20_percent-224,"inform(name[FIFA 12], release_year[2011], rating[average], genres[simulation, sport], platforms[PlayStation, Xbox, Nintendo, PC], available_on_steam[no], has_linux_release[no], has_mac_release[yes])","FIFA 12 is your average sport simulation game, released in 2011 for the PlayStation, Xbox, Nintendo, and PC. While not available on Steam or Linux, it does have Mac support.","['FIFA 12 is your average sport simulation game, released in 2011 for the PlayStation, Xbox, Nintendo, and PC. While not available on Steam or Linux, it does have Mac support.']"
viggo-challenge_train_20_percent-225,"inform(name[The Forest of Doom], developer[Tin Man Games], genres[role-playing, text adventure], has_multiplayer[no], platforms[PC], available_on_steam[yes], has_linux_release[yes], has_mac_release[yes])","If you are into text adventure single-player RPGs you should check out The Forest of Doom. It is a game by Tin Man Games that is out for PC, Linux, and Mac through Steam.","['If you are into text adventure single-player RPGs you should check out The Forest of Doom. It is a game by Tin Man Games that is out for PC, Linux, and Mac through Steam.']"
viggo-challenge_train_20_percent-226,"inform(name[Lara Croft and the Temple of Osiris], genres[action-adventure, puzzle, shooter], platforms[PlayStation, Xbox, PC], has_linux_release[no], has_mac_release[no])","The action-adventure shooter and puzzler called Lara Croft and the Temple of Osiris was released for the PlayStation, Xbox and PC with no Linux or Mac versions on offer.","['The action-adventure shooter and puzzler called Lara Croft and the Temple of Osiris was released for the PlayStation, Xbox and PC with no Linux or Mac versions on offer.']"
viggo-challenge_train_20_percent-227,"inform(name[Worms: Reloaded], release_year[2010], developer[Team17 Digital Ltd], genres[action, platformer, strategy], player_perspective[side view])","Worms: Reloaded is an action-filled strategic platformer with a side view, developed by Team17 Digital Ltd in 2010.","['Worms: Reloaded is an action-filled strategic platformer with a side view, developed by Team17 Digital Ltd in 2010.']"
viggo-challenge_train_20_percent-228,"inform(name[Quantum Break], rating[average], genres[adventure, shooter], player_perspective[third person])","You may find the adventure third person shooter, Quantum Break, quite decent.","['You may find the adventure third person shooter, Quantum Break, quite decent.']"
viggo-challenge_train_20_percent-229,"inform(name[Assetto Corsa], rating[good], genres[driving/racing, simulation, sport])","Assetto Corsa is a driving/racing game that is presented in a simulation style. It's a good game, if you're into the sport.","[""Assetto Corsa is a driving/racing game that is presented in a simulation style. It's a good game, if you're into the sport.""]"
viggo-challenge_train_20_percent-230,"inform(name[The Room], release_year[2012], rating[excellent], genres[indie, point-and-click, puzzle])",The Room is an excellent indie point-and-click puzzle game released in 2012.,['The Room is an excellent indie point-and-click puzzle game released in 2012.']
viggo-challenge_train_20_percent-231,"inform(name[TrackMania Turbo], rating[good], genres[arcade, driving/racing], platforms[PlayStation, Xbox, PC], available_on_steam[yes], has_linux_release[no], has_mac_release[no])","TrackMania Turbo is an arcade racing game with good ratings. It is available on Steam. It runs on PlayStation, Xbox, and PC, but it is not released for Mac or Linux.","['TrackMania Turbo is an arcade racing game with good ratings. It is available on Steam. It runs on PlayStation, Xbox, and PC, but it is not released for Mac or Linux.']"
viggo-challenge_train_20_percent-232,"inform(name[Shadow of the Tomb Raider], exp_release_date[September 14, 2018], developer[Eidos Montréal], genres[adventure, shooter], player_perspective[third person], platforms[PlayStation, Xbox, PC])","Shadow of the Tomb Raider is an adventure third person shooter developed by Eidos Montréal. It will be released for PlayStation, Xbox, and PC on September 14, 2018.","['Shadow of the Tomb Raider is an adventure third person shooter developed by Eidos Montréal. It will be released for PlayStation, Xbox, and PC on September 14, 2018.']"
viggo-challenge_train_20_percent-233,"inform(name[MotorStorm: Apocalypse], release_year[2011], developer[Evolution Studios], esrb[T (for Teen)], rating[poor], genres[vehicular combat], player_perspective[third person], platforms[PlayStation])",MotorStorm: Apocalypse is a poor vehicular combat game that came out in 2011 by Evolution Studios. This third person game is rated T (for Teen) and is available on PlayStation only.,['MotorStorm: Apocalypse is a poor vehicular combat game that came out in 2011 by Evolution Studios. This third person game is rated T (for Teen) and is available on PlayStation only.']
viggo-challenge_train_20_percent-234,"inform(name[Super Mario World], release_year[1990], esrb[E (for Everyone)], rating[excellent], genres[platformer], player_perspective[side view], has_multiplayer[yes], platforms[Nintendo])",Super Mario World is an excellent platformer that came out in 1990 for Nintendo only. This game is rated E (for Everyone) and has a side view perspective. You can also play multiplayer.,['Super Mario World is an excellent platformer that came out in 1990 for Nintendo only. This game is rated E (for Everyone) and has a side view perspective. You can also play multiplayer.']
viggo-challenge_train_20_percent-235,"inform(name[Never Alone], release_year[2014], rating[average], genres[adventure, indie, platformer], has_multiplayer[yes])",Never Alone is an indie adventure platformer that came out in 2014. You can play it in multiplayer. It only received average reviews.,['Never Alone is an indie adventure platformer that came out in 2014. You can play it in multiplayer. It only received average reviews.']
viggo-challenge_train_20_percent-236,"inform(name[Super Mario World], developer[Nintendo EAD], esrb[E (for Everyone)], rating[excellent], genres[platformer], player_perspective[side view], platforms[Nintendo])","Super Mario World is an excellent side view platformer. It is made by Nintendo EAD for Nintendo, and it is rated E (for Everyone).","['Super Mario World is an excellent side view platformer. It is made by Nintendo EAD for Nintendo, and it is rated E (for Everyone).']"
viggo-challenge_train_20_percent-237,"inform(name[Alan Wake's American Nightmare], developer[Remedy Entertainment], esrb[T (for Teen)], rating[poor], genres[action-adventure, shooter], player_perspective[third person], has_multiplayer[no])","Alan Wake's American Nightmare is a poorly rated single-player third person action-adventure shooter. Remedy Entertainment developed the game, and it is rated T (for Teen).","[""Alan Wake's American Nightmare is a poorly rated single-player third person action-adventure shooter. Remedy Entertainment developed the game, and it is rated T (for Teen).""]"
viggo-challenge_train_20_percent-238,"inform(name[Guitar Hero: Smash Hits], rating[poor], genres[music], player_perspective[first person], platforms[PlayStation, Xbox, Nintendo])","Guitar Hero: Smash Hits is a poor first person music game. The game is available on either PlayStation, Xbox, or Nintendo.","['Guitar Hero: Smash Hits is a poor first person music game. The game is available on either PlayStation, Xbox, or Nintendo.']"
viggo-challenge_train_20_percent-239,"inform(name[Grand Theft Auto V], developer[Rockstar North], genres[action-adventure, driving/racing, shooter], has_multiplayer[yes], platforms[PlayStation, Xbox, PC], has_linux_release[no], has_mac_release[no])","The action-adventure packed shooter game, Grand Theft Auto V, was developed by Rockstar North for PlayStation, Xbox, and PC. It is a multiplayer driving game, but has no Linux or Mac release.","['The action-adventure packed shooter game, Grand Theft Auto V, was developed by Rockstar North for PlayStation, Xbox, and PC. It is a multiplayer driving game, but has no Linux or Mac release.']"
viggo-challenge_train_20_percent-240,"inform(name[Little Nightmares], release_year[2017], rating[good], genres[adventure, platformer, puzzle], has_multiplayer[no])",An adventure platformer puzzle game with good ratings is Little Nightmares. It was released recently in 2017 and does not have multiplayer.,['An adventure platformer puzzle game with good ratings is Little Nightmares. It was released recently in 2017 and does not have multiplayer.']
viggo-challenge_train_20_percent-241,"inform(name[Small World 2], rating[poor], genres[indie, trivia/board game], platforms[PC], has_linux_release[yes], has_mac_release[yes])",Small World 2 is a poorly-rated indie trivia/board game released for PC. It also has releases for both Linux and Mac.,['Small World 2 is a poorly-rated indie trivia/board game released for PC. It also has releases for both Linux and Mac.']
viggo-challenge_train_20_percent-242,"inform(name[Life is Strange], developer[Dontnod Entertainment], genres[role-playing], platforms[PlayStation, Xbox, PC], has_linux_release[yes], has_mac_release[yes])","Life is Strange is a role-playing game that was developed by Dontnod Entertainment for the PlayStation, Xbox, and PC. It was also released for Linux and Mac.","['Life is Strange is a role-playing game that was developed by Dontnod Entertainment for the PlayStation, Xbox, and PC. It was also released for Linux and Mac.']"
viggo-challenge_train_20_percent-243,"inform(name[Worms: Reloaded], rating[average], genres[action, platformer, strategy], has_multiplayer[yes], platforms[PC], available_on_steam[yes], has_linux_release[yes], has_mac_release[yes])","An action platforming strategy game you can play in multiplayer mode with your friends is Worms: Reloaded. It has average reviews, but you can get it on Steam for PC, Mac, or Linux.","['An action platforming strategy game you can play in multiplayer mode with your friends is Worms: Reloaded. It has average reviews, but you can get it on Steam for PC, Mac, or Linux.']"
viggo-challenge_train_20_percent-244,"inform(name[NBA 2K19], exp_release_date[September 11, 2018], genres[sport], platforms[PlayStation, Xbox, Nintendo Switch, PC])","NBA 2K19 is an NBA basketball sports games poised to be released across all platforms on September 11, 2018. To be specific, this game will be released for PlayStation, Xbox, Nintendo Switch, and PC.","['NBA 2K19 is an NBA basketball sports games poised to be released across all platforms on September 11, 2018. To be specific, this game will be released for PlayStation, Xbox, Nintendo Switch, and PC.']"
viggo-challenge_train_20_percent-245,"inform(name[Layers of Fear], genres[adventure, indie, point-and-click], player_perspective[first person], platforms[PlayStation, Xbox, Nintendo Switch, PC], available_on_steam[yes])","Layers of Fear is an indie first person adventure point-and-click game. It's available on Steam, and you can play it on PlayStation, Xbox, Nintendo Switch, or PC.","[""Layers of Fear is an indie first person adventure point-and-click game. It's available on Steam, and you can play it on PlayStation, Xbox, Nintendo Switch, or PC.""]"
viggo-challenge_train_20_percent-246,"inform(name[Metro Exodus], exp_release_date[2019], genres[adventure, shooter, tactical], player_perspective[first person])",Metro Exodus is an adventure tactical first person shooter expected to be released sometime in 2019.,['Metro Exodus is an adventure tactical first person shooter expected to be released sometime in 2019.']
viggo-challenge_train_20_percent-247,"inform(name[Final Fantasy VII], rating[excellent], genres[adventure, role-playing], platforms[PlayStation, PC], has_linux_release[no], has_mac_release[no])","Gamers who enjoy role-playing adventures will love the excellent Final Fantasy VII whether they game on the PC or PlayStation. Unfortunately, this game was never released on Linux or Mac.","['Gamers who enjoy role-playing adventures will love the excellent Final Fantasy VII whether they game on the PC or PlayStation. Unfortunately, this game was never released on Linux or Mac.']"
viggo-challenge_train_20_percent-248,"inform(name[Super Bomberman], release_year[1993], genres[action, strategy], platforms[Nintendo, PC], available_on_steam[no], has_linux_release[no], has_mac_release[no])","Super Bomberman is an action and strategy game from 1993 for Nintendo consoles and PC only. It's an older console game that is, unfortunately, not available to play on Steam and does not offer support for Mac or Linux.","[""Super Bomberman is an action and strategy game from 1993 for Nintendo consoles and PC only. It's an older console game that is, unfortunately, not available to play on Steam and does not offer support for Mac or Linux.""]"
viggo-challenge_train_20_percent-249,"inform(name[The Room], developer[Fireproof Games], rating[excellent], genres[indie, point-and-click, puzzle])",The Room is a great indie point-and-click puzzle game made by Fireproof Games.,['The Room is a great indie point-and-click puzzle game made by Fireproof Games.']
viggo-challenge_train_20_percent-250,"inform(name[Assetto Corsa], rating[good], genres[driving/racing, simulation, sport], player_perspective[first person, third person], has_multiplayer[yes])","Assetto Corsa is a good sport racing simulation game. It can be played in third person, or switched over to first person, and can also be played multiplayer.","['Assetto Corsa is a good sport racing simulation game. It can be played in third person, or switched over to first person, and can also be played multiplayer.']"
viggo-challenge_train_20_percent-251,"inform(name[Half-Life 2], genres[shooter], platforms[PlayStation, Xbox, PC], available_on_steam[yes], has_linux_release[yes], has_mac_release[yes])","Half-Life 2 is a shooter game developed for PlayStation, Xbox, and PC. It is currently available on Steam with releases for Linux and Mac.","['Half-Life 2 is a shooter game developed for PlayStation, Xbox, and PC. It is currently available on Steam with releases for Linux and Mac.']"
viggo-challenge_train_20_percent-252,"inform(name[Grand Theft Auto V], release_year[2013], developer[Rockstar North], genres[action-adventure, driving/racing, shooter])","Grand Theft Auto V is an action-adventure shooter with a lot of driving, developed by Rockstar North in 2013.","['Grand Theft Auto V is an action-adventure shooter with a lot of driving, developed by Rockstar North in 2013.']"
viggo-challenge_train_20_percent-253,"inform(name[Metroid Prime Pinball], esrb[E (for Everyone)], rating[average], genres[pinball, puzzle], has_multiplayer[yes], platforms[Nintendo])",Metroid Prime Pinball is an E-rated puzzle pinball game for Nintendo DS. It features a multiplayer mode but received only average reviews.,['Metroid Prime Pinball is an E-rated puzzle pinball game for Nintendo DS. It features a multiplayer mode but received only average reviews.']
viggo-challenge_train_20_percent-254,"inform(name[StarCraft], release_year[1998], genres[real-time strategy], has_multiplayer[yes], platforms[PC], available_on_steam[no], has_linux_release[no], has_mac_release[yes])","You might find StarCraft fun. It's a multiplayer RTS from 1998 for PC. It's not available on Steam and has Mac support, but no Linux support.","[""You might find StarCraft fun. It's a multiplayer RTS from 1998 for PC. It's not available on Steam and has Mac support, but no Linux support.""]"
viggo-challenge_train_20_percent-255,"inform(name[NHL 15], release_year[2014], rating[average], genres[simulation, sport], player_perspective[bird view])",NHL 15 is a bird view sport simulation game. It came out in 2014 and has average ratings.,['NHL 15 is a bird view sport simulation game. It came out in 2014 and has average ratings.']
viggo-challenge_train_20_percent-256,"inform(name[Rise of the Tomb Raider], release_year[2015], rating[good], genres[action-adventure, shooter], has_multiplayer[yes])","If you want a action-adventure game, Rise of the Tomb Raider is a good multiplayer shooter from 2015.","['If you want a action-adventure game, Rise of the Tomb Raider is a good multiplayer shooter from 2015.']"
viggo-challenge_train_20_percent-257,"inform(name[A Way Out], developer[Hazelight Studios], esrb[M (for Mature)], genres[action-adventure], player_perspective[third person], has_multiplayer[yes])",A Way Out was developed by Hazelight Studios and is rated M (for Mature). It is an action-adventure game that can be played multiplayer in the third person perspective.,['A Way Out was developed by Hazelight Studios and is rated M (for Mature). It is an action-adventure game that can be played multiplayer in the third person perspective.']
viggo-challenge_train_20_percent-258,"inform(name[Driver], release_year[1999], genres[driving/racing, simulation], platforms[PlayStation, PC], has_linux_release[no], has_mac_release[yes])",Driver is a driving simulation game that was released in 1999. It can be played on PlayStation and PC. It is released on Mac but not on Linux.,['Driver is a driving simulation game that was released in 1999. It can be played on PlayStation and PC. It is released on Mac but not on Linux.']
viggo-challenge_train_20_percent-259,"inform(name[NHL 15], rating[average], genres[simulation, sport], platforms[PlayStation, Xbox])",NHL 15 is an average-rated sports sim which is available on PlayStation and Xbox.,['NHL 15 is an average-rated sports sim which is available on PlayStation and Xbox.']
viggo-challenge_train_20_percent-260,"inform(name[SpellForce 3], genres[real-time strategy, role-playing], has_multiplayer[yes], platforms[PC], available_on_steam[yes], has_linux_release[no], has_mac_release[no])","SpellForce 3 is a PC game that is available on Steam, but not Linux or Mac. It is a multiplayer role-playing real-time strategy.","['SpellForce 3 is a PC game that is available on Steam, but not Linux or Mac. It is a multiplayer role-playing real-time strategy.']"
viggo-challenge_train_20_percent-261,"inform(name[Tom Clancy's The Division], genres[role-playing, shooter, tactical], has_multiplayer[yes], platforms[PlayStation, Xbox, PC], available_on_steam[yes], has_linux_release[no], has_mac_release[no])","Tom Clancy's The Division is a multiplayer, role-playing tactical shooter game available on PlayStation, Xbox, PC, and Steam. It is not yet available on Linux or Mac.","[""Tom Clancy's The Division is a multiplayer, role-playing tactical shooter game available on PlayStation, Xbox, PC, and Steam. It is not yet available on Linux or Mac.""]"
viggo-challenge_train_20_percent-262,"inform(name[Super Bomberman], release_year[1993], rating[average], genres[action, strategy], platforms[Nintendo, PC], available_on_steam[no])",Super Bomberman is considered an average action strategy game for Nintendo and PC that was released in 1993. It is not currently available on Steam.,['Super Bomberman is considered an average action strategy game for Nintendo and PC that was released in 1993. It is not currently available on Steam.']
viggo-challenge_train_20_percent-263,"inform(name[The Witcher 3: Wild Hunt], release_year[2015], rating[excellent], genres[action-adventure, role-playing], has_multiplayer[no], platforms[PlayStation, Xbox, PC], available_on_steam[yes])","One of 2015's most highly rated games on PlayStation, Xbox, and PC was The Witcher 3: Wild Hunt. It's a single-player action-adventure RPG with excellent reviews, and it's available on Steam now.","[""One of 2015's most highly rated games on PlayStation, Xbox, and PC was The Witcher 3: Wild Hunt. It's a single-player action-adventure RPG with excellent reviews, and it's available on Steam now.""]"
viggo-challenge_train_20_percent-264,"inform(name[Ori and the Blind Forest], release_year[2015], genres[adventure, platformer, puzzle], platforms[Xbox, PC], available_on_steam[yes], has_linux_release[no], has_mac_release[no])","For an adventure puzzle platformer, try Ori and the Blind Forest on either Xbox or PC. It was released in 2015 and is available on Steam. There is no release for Linux or Mac.","['For an adventure puzzle platformer, try Ori and the Blind Forest on either Xbox or PC. It was released in 2015 and is available on Steam. There is no release for Linux or Mac.']"
viggo-challenge_train_20_percent-265,"inform(name[Metroid Prime Pinball], release_year[2005], developer[Fuse Games], esrb[E (for Everyone)], rating[average], genres[pinball, puzzle], has_multiplayer[yes], platforms[Nintendo])",Metroid Prime Pinball is a decent puzzle-pinball game suitable for all ages. Fuse Games made the game in 2005 for Nintendo consoles and included a multiplayer mode.,['Metroid Prime Pinball is a decent puzzle-pinball game suitable for all ages. Fuse Games made the game in 2005 for Nintendo consoles and included a multiplayer mode.']
viggo-challenge_train_20_percent-266,"inform(name[Max Payne], release_year[2001], rating[good], genres[action-adventure, shooter])",2001's Max Payne is a good action-adventure shooter.,"[""2001's Max Payne is a good action-adventure shooter.""]"
viggo-challenge_train_20_percent-267,"inform(name[Dance Dance Revolution Universe 3], rating[poor], genres[music], has_multiplayer[yes], platforms[Xbox])",Dance Dance Revolution Universe 3 is a poor music game for the Xbox. There is a multiplayer mode.,['Dance Dance Revolution Universe 3 is a poor music game for the Xbox. There is a multiplayer mode.']
viggo-challenge_train_20_percent-268,"inform(name[Far Cry 3], release_year[2012], esrb[M (for Mature)], genres[action-adventure, shooter], player_perspective[first person], has_multiplayer[yes])",Far Cry 3 is an action-adventure first person shooter. It was developed in 2012 with multiplayer features. It is rated M (for Mature).,['Far Cry 3 is an action-adventure first person shooter. It was developed in 2012 with multiplayer features. It is rated M (for Mature).']
viggo-challenge_train_20_percent-269,"inform(name[Assassin's Creed II], genres[action-adventure, platformer], player_perspective[third person], has_multiplayer[no], platforms[PlayStation, Xbox, PC], has_linux_release[no], has_mac_release[yes])","Assassin's Creed II is a third person action-adventure platformer available for PlayStation, Xbox, PC and Mac. There is no Linux release and the game has no multiplayer mode.","[""Assassin's Creed II is a third person action-adventure platformer available for PlayStation, Xbox, PC and Mac. There is no Linux release and the game has no multiplayer mode.""]"
viggo-challenge_train_20_percent-270,"inform(name[Quantum Break], release_year[2016], esrb[M (for Mature)], genres[adventure, shooter])",Quantum Break is an adventure shooter game that was released in 2016. It was rated M (for Mature).,['Quantum Break is an adventure shooter game that was released in 2016. It was rated M (for Mature).']
viggo-challenge_train_20_percent-271,"inform(name[Portal 2], release_year[2011], genres[platformer, puzzle, shooter], player_perspective[first person])","Portal 2 is a combination of platformer, puzzle game, and shooter, all from a first person perspective. It's weird to think it came out all the way back in 2011 now.","[""Portal 2 is a combination of platformer, puzzle game, and shooter, all from a first person perspective. It's weird to think it came out all the way back in 2011 now.""]"
viggo-challenge_train_20_percent-272,"inform(name[Assassin's Creed Chronicles: India], release_year[2016], developer[Climax Studios], rating[poor], genres[action-adventure, platformer], player_perspective[side view], has_multiplayer[no])",Assassin's Creed Chronicles: India is a poor action-adventure platformer with a side view by Climax Studios. It was released in 2016. The game has no multiplayer mode.,"[""Assassin's Creed Chronicles: India is a poor action-adventure platformer with a side view by Climax Studios. It was released in 2016. The game has no multiplayer mode.""]"
viggo-challenge_train_20_percent-273,"inform(name[Warcraft III: Reign of Chaos], developer[Blizzard Entertainment], rating[excellent], genres[real-time strategy], player_perspective[bird view])",Blizzard Entertainment created an excellent real-time strategy game called Warcraft III: Reign of Chaos that also provides bird view.,['Blizzard Entertainment created an excellent real-time strategy game called Warcraft III: Reign of Chaos that also provides bird view.']
viggo-challenge_train_20_percent-274,"inform(name[The Vanishing of Ethan Carter], release_year[2014], developer[The Astronauts], genres[adventure, indie], platforms[PlayStation, Xbox, PC], available_on_steam[yes], has_linux_release[no], has_mac_release[no])","If you like indie adventure games, then you should try the 2014 video game created by the Astronauts called The Vanishing of Ethan Carter. It was released on PlayStation, Xbox, PC and is available on Steam, but it unfortunately has no support for Linux and Mac.","['If you like indie adventure games, then you should try the 2014 video game created by the Astronauts called The Vanishing of Ethan Carter. It was released on PlayStation, Xbox, PC and is available on Steam, but it unfortunately has no support for Linux and Mac.']"
viggo-challenge_train_20_percent-275,"inform(name[Spider-Man], exp_release_date[September 7, 2018], developer[Insomniac Games], genres[action-adventure], player_perspective[third person], platforms[PlayStation])","Spider-Man is a new third person action-adventure from Insomniac Games. It is set for release on September 7, 2018 for PlayStation.","['Spider-Man is a new third person action-adventure from Insomniac Games. It is set for release on September 7, 2018 for PlayStation.']"
viggo-challenge_train_20_percent-276,"inform(name[The Legend of Zelda: Ocarina of Time], esrb[E (for Everyone)], rating[excellent], genres[action-adventure, puzzle, role-playing], player_perspective[bird view, third person])",The Legend of Zelda: Ocarina of Time is an awesome action-adventure puzzle role-playing game with both a bird's eye and a third person view. The game received an E (for Everyone) rating.,"[""The Legend of Zelda: Ocarina of Time is an awesome action-adventure puzzle role-playing game with both a bird's eye and a third person view. The game received an E (for Everyone) rating.""]"
viggo-challenge_train_20_percent-277,"inform(name[Stronghold 2], release_year[2005], esrb[T (for Teen)], genres[real-time strategy, simulation], has_multiplayer[yes], platforms[PC], available_on_steam[yes])","Stronghold 2 is a 2005 real-time strategy and simulation game rated T (for Teen). You can play it on PC only and, of course, it is available on Steam. The game has a multiplayer mode too.","['Stronghold 2 is a 2005 real-time strategy and simulation game rated T (for Teen). You can play it on PC only and, of course, it is available on Steam. The game has a multiplayer mode too.']"
viggo-challenge_train_20_percent-278,"inform(name[Hellblade: Senua's Sacrifice], rating[excellent], genres[adventure, hack-and-slash, indie], player_perspective[third person], platforms[PlayStation, Xbox, PC], available_on_steam[yes])","One of my favorite indie, hack-and-slash adventures with a third person perspective is Hellblade: Senua's Sacrifice. It is an excellent game. You can get it on PlayStation, Xbox, or PC, and is available on Steam.","[""One of my favorite indie, hack-and-slash adventures with a third person perspective is Hellblade: Senua's Sacrifice. It is an excellent game. You can get it on PlayStation, Xbox, or PC, and is available on Steam.""]"
viggo-challenge_train_20_percent-279,"inform(name[Age of Wonders II: The Wizard's Throne], esrb[T (for Teen)], rating[poor], genres[role-playing, turn-based strategy], player_perspective[bird view])",Age of Wonders II: The Wizard's Throne received mostly negative ratings. It's a turn-based strategy RPG that you play from a bird's eye view. It was rated T (for Teen).,"[""Age of Wonders II: The Wizard's Throne received mostly negative ratings. It's a turn-based strategy RPG that you play from a bird's eye view. It was rated T (for Teen).""]"
viggo-challenge_train_20_percent-280,"inform(name[Stronghold 2], release_year[2005], genres[real-time strategy, simulation], has_multiplayer[yes])","The simulation and real-time strategy game, Stronghold 2, was released in 2005 and has multiplayer.","['The simulation and real-time strategy game, Stronghold 2, was released in 2005 and has multiplayer.']"
viggo-challenge_train_20_percent-281,"inform(name[Euro Truck Simulator], release_year[2008], developer[SCS Software], rating[poor], genres[driving/racing, simulation], player_perspective[first person])","Euro Truck Simulator was released in 2008 by SCS Software, but this game had poor success. If you are looking for a first person driving simulation game, you're better off looking elsewhere.","[""Euro Truck Simulator was released in 2008 by SCS Software, but this game had poor success. If you are looking for a first person driving simulation game, you're better off looking elsewhere.""]"
viggo-challenge_train_20_percent-282,"inform(name[Transport Tycoon], genres[simulation, strategy], platforms[PC], available_on_steam[no])",Transport Tycoon is a simulation-strategy game for PC only. It is not available on Steam.,['Transport Tycoon is a simulation-strategy game for PC only. It is not available on Steam.']
viggo-challenge_train_20_percent-283,"inform(name[Undertale], release_year[2015], genres[adventure, indie, role-playing], player_perspective[bird view])",Undertale was released in 2015. It is an indie adventure role-playing game that is played from a bird view perspective.,['Undertale was released in 2015. It is an indie adventure role-playing game that is played from a bird view perspective.']
viggo-challenge_train_20_percent-284,"inform(name[The Room], developer[Fireproof Games], genres[indie, point-and-click, puzzle], platforms[PC], available_on_steam[yes])","The Room is a indie point-and-click puzzle game developed by Fireproof Games. You can only play it on PC, but it's available on Steam.","[""The Room is a indie point-and-click puzzle game developed by Fireproof Games. You can only play it on PC, but it's available on Steam.""]"
viggo-challenge_train_20_percent-285,"inform(name[Football Manager 2015], release_year[2014], developer[Sports Interactive], rating[good], genres[simulation, sport, strategy], has_multiplayer[yes])",Football Manager 2015 is a good sport simulation and strategy game developed by Sports Interactive. It was released in 2014 and offers a multiplayer mode.,['Football Manager 2015 is a good sport simulation and strategy game developed by Sports Interactive. It was released in 2014 and offers a multiplayer mode.']
