signature;file_name;formID;editorID;text_content;content_source;name;topic;quest;topLevelPath;additional_content;speaker
INFO;FalloutNV.esm;00127C6F;;If I have to pull another double shift again I'm going to collapse from exhaustion.;NAM1;"GREETING ""GREETING"" [DIAL:000000C8]";Topic;"vDialogueCampForlornHope ""Camp Forlorn Hope Dialog"" [QUST:001214A9]"; \ [00] FalloutNV.esm \ [53] Dialog Topic \ [7] Children of 000000C8 \ [4469] [INFO:00127C6F];;
INFO;FalloutNV.esm;00127C70;;I wish we could get some real food out here. I haven't had a good hot meal in weeks.;NAM1;"GREETING ""GREETING"" [DIAL:000000C8]";Topic;"vDialogueCampForlornHope ""Camp Forlorn Hope Dialog"" [QUST:001214A9]"; \ [00] FalloutNV.esm \ [53] Dialog Topic \ [7] Children of 000000C8 \ [4470] [INFO:00127C70];;
INFO;FalloutNV.esm;00127E4A;;Quartermaster Mayes was yelling at us about rationing again. Where does the guy get the energy to yell so much while on rations?;NAM1;"GREETING ""GREETING"" [DIAL:000000C8]";Topic;"vDialogueCampForlornHope ""Camp Forlorn Hope Dialog"" [QUST:001214A9]"; \ [00] FalloutNV.esm \ [53] Dialog Topic \ [7] Children of 000000C8 \ [4471] [INFO:00127E4A];;
INFO;FalloutNV.esm;00127E4C;;Some of the other guys told me that the Legion troops eat their own dead to gain their strength, but they're kidding, right?;NAM1;"GREETING ""GREETING"" [DIAL:000000C8]";Topic;"vDialogueCampForlornHope ""Camp Forlorn Hope Dialog"" [QUST:001214A9]"; \ [00] FalloutNV.esm \ [53] Dialog Topic \ [7] Children of 000000C8 \ [4472] [INFO:00127E4C];;
INFO;FalloutNV.esm;00127E4D;;I got bit by one of those dirty dogs the Legion has. I wonder if they've got rabies... maybe I should see Dr. Richards.;NAM1;"GREETING ""GREETING"" [DIAL:000000C8]";Topic;"vDialogueCampForlornHope ""Camp Forlorn Hope Dialog"" [QUST:001214A9]"; \ [00] FalloutNV.esm \ [53] Dialog Topic \ [7] Children of 000000C8 \ [4473] [INFO:00127E4D];;
INFO;FalloutNV.esm;00127E4E;;Major Polatli is putting everyone on double shifts to make up for recent losses to the Legion. That guy never gives up.;NAM1;"GREETING ""GREETING"" [DIAL:000000C8]";Topic;"vDialogueCampForlornHope ""Camp Forlorn Hope Dialog"" [QUST:001214A9]"; \ [00] FalloutNV.esm \ [53] Dialog Topic \ [7] Children of 000000C8 \ [4474] [INFO:00127E4E];;
INFO;FalloutNV.esm;00127E4F;;If the NCR wasn't spread so thin, maybe we could actually get some supplies and reinforcements around here.;NAM1;"GREETING ""GREETING"" [DIAL:000000C8]";Topic;"vDialogueCampForlornHope ""Camp Forlorn Hope Dialog"" [QUST:001214A9]"; \ [00] FalloutNV.esm \ [53] Dialog Topic \ [7] Children of 000000C8 \ [4475] [INFO:00127E4F];;
INFO;FalloutNV.esm;00127E50;;I wish I was stationed at McCarran. I heard they still get to hit the Strip for R&R. We haven't had R&R in ages.;NAM1;"GREETING ""GREETING"" [DIAL:000000C8]";Topic;"vDialogueCampForlornHope ""Camp Forlorn Hope Dialog"" [QUST:001214A9]"; \ [00] FalloutNV.esm \ [53] Dialog Topic \ [7] Children of 000000C8 \ [4476] [INFO:00127E50];;
INFO;FalloutNV.esm;00127E51;;We are so fucked here! How can we ever hope to fight off the entire Legion?;NAM1;"GREETING ""GREETING"" [DIAL:000000C8]";Topic;"vDialogueCampForlornHope ""Camp Forlorn Hope Dialog"" [QUST:001214A9]"; \ [00] FalloutNV.esm \ [53] Dialog Topic \ [7] Children of 000000C8 \ [4477] [INFO:00127E51];;
INFO;FalloutNV.esm;00127E52;;Another day, another battle, another dead trooper. When is this shit going to end?;NAM1;"GREETING ""GREETING"" [DIAL:000000C8]";Topic;"vDialogueCampForlornHope ""Camp Forlorn Hope Dialog"" [QUST:001214A9]"; \ [00] FalloutNV.esm \ [53] Dialog Topic \ [7] Children of 000000C8 \ [4478] [INFO:00127E52];;
INFO;FalloutNV.esm;00127E53;;It seems like for every Legion soldier we kill, two more take his place. How many of them are there?;NAM1;"GREETING ""GREETING"" [DIAL:000000C8]";Topic;"vDialogueCampForlornHope ""Camp Forlorn Hope Dialog"" [QUST:001214A9]"; \ [00] FalloutNV.esm \ [53] Dialog Topic \ [7] Children of 000000C8 \ [4479] [INFO:00127E53];;
INFO;FalloutNV.esm;00127E56;;The last patrol I was on got hit by a Legion raiding party and I barely survived. I don't want to go back out there again.;NAM1;"GREETING ""GREETING"" [DIAL:000000C8]";Topic;"vDialogueCampForlornHope ""Camp Forlorn Hope Dialog"" [QUST:001214A9]"; \ [00] FalloutNV.esm \ [53] Dialog Topic \ [7] Children of 000000C8 \ [4480] [INFO:00127E56];;
INFO;FalloutNV.esm;00127E59;;How do they expect us to fight the Legion with only the crappy equipment and gear they gave us?;NAM1;"GREETING ""GREETING"" [DIAL:000000C8]";Topic;"vDialogueCampForlornHope ""Camp Forlorn Hope Dialog"" [QUST:001214A9]"; \ [00] FalloutNV.esm \ [53] Dialog Topic \ [7] Children of 000000C8 \ [4481] [INFO:00127E59];;
INFO;FalloutNV.esm;0014DA2D;;I can't wait for General Oliver to get out here. He could turn this place around.;NAM1;"GREETING ""GREETING"" [DIAL:000000C8]";Topic;"vDialogueCampForlornHope ""Camp Forlorn Hope Dialog"" [QUST:001214A9]"; \ [00] FalloutNV.esm \ [53] Dialog Topic \ [7] Children of 000000C8 \ [4482] [INFO:0014DA2D];;
INFO;FalloutNV.esm;0014DA2E;;I don't know how we're going to hold of the Legion here and at Hoover Dam, we just don't have the manpower.;NAM1;"GREETING ""GREETING"" [DIAL:000000C8]";Topic;"vDialogueCampForlornHope ""Camp Forlorn Hope Dialog"" [QUST:001214A9]"; \ [00] FalloutNV.esm \ [53] Dialog Topic \ [7] Children of 000000C8 \ [4483] [INFO:0014DA2E];;
INFO;FalloutNV.esm;0014E7B0;;The Legion is assembling a massive army on the other side of the river. How can we stop an army when we can't even handle their raiding parties?;NAM1;"GREETING ""GREETING"" [DIAL:000000C8]";Topic;"vDialogueCampForlornHope ""Camp Forlorn Hope Dialog"" [QUST:001214A9]"; \ [00] FalloutNV.esm \ [53] Dialog Topic \ [7] Children of 000000C8 \ [4484] [INFO:0014E7B0];;
INFO;FalloutNV.esm;0014B057;;You're back. Do you need medical attention?;NAM1;"GREETING ""GREETING"" [DIAL:000000C8]";Topic;"vDialogueMedicalClinic ""New Vegas Medical Clinic Dialogue"" [QUST:001474CB]"; \ [00] FalloutNV.esm \ [53] Dialog Topic \ [7] Children of 000000C8 \ [4485] [INFO:0014B057];;
INFO;FalloutNV.esm;0014DC24;;I'm just security, not a doctor.;NAM1;"GREETING ""GREETING"" [DIAL:000000C8]";Topic;"vDialogueMedicalClinic ""New Vegas Medical Clinic Dialogue"" [QUST:001474CB]"; \ [00] FalloutNV.esm \ [53] Dialog Topic \ [7] Children of 000000C8 \ [4486] [INFO:0014DC24];;
INFO;FalloutNV.esm;0013F3F9;;Please, buddy, you've got to help me. I don't know how much longer I'm going to last with my leg like this.;NAM1;"GREETING ""GREETING"" [DIAL:000000C8]";Topic;"vFreeformCampGuardian ""Camp Guardian Dialogue"" [QUST:0013F400]"; \ [00] FalloutNV.esm \ [53] Dialog Topic \ [7] Children of 000000C8 \ [4487] [INFO:0013F3F9];;"NVCGHalford ""Private Halford"" [NPC_:0013F323]"
INFO;FalloutNV.esm;001449C2;;Come on man, my leg is killing me.;NAM1;"GREETING ""GREETING"" [DIAL:000000C8]";Topic;"vFreeformCampGuardian ""Camp Guardian Dialogue"" [QUST:0013F400]"; \ [00] FalloutNV.esm \ [53] Dialog Topic \ [7] Children of 000000C8 \ [4488] [INFO:001449C2];;"NVCGHalford ""Private Halford"" [NPC_:0013F323]"
INFO;FalloutNV.esm;0014C4C5;;Is it safe to leave yet?;NAM1;"GREETING ""GREETING"" [DIAL:000000C8]";Topic;"vFreeformCampGuardian ""Camp Guardian Dialogue"" [QUST:0013F400]"; \ [00] FalloutNV.esm \ [53] Dialog Topic \ [7] Children of 000000C8 \ [4489] [INFO:0014C4C5];;"NVCGHalford ""Private Halford"" [NPC_:0013F323]"
INFO;FalloutNV.esm;0013F3FA;;{Urgent hushed, Shhh}Keep it down, we don't want to alert the freaks.;NAM1;"GREETING ""GREETING"" [DIAL:000000C8]";Topic;"vFreeformCampGuardian ""Camp Guardian Dialogue"" [QUST:0013F400]"; \ [00] FalloutNV.esm \ [53] Dialog Topic \ [7] Children of 000000C8 \ [4490] [INFO:0013F3FA];;"NVCGHalford ""Private Halford"" [NPC_:0013F323]"
INFO;FalloutNV.esm;001449C1;;{Urgent hushed}No time to talk, we've still got fish heads to deal with.;NAM1;"GREETING ""GREETING"" [DIAL:000000C8]";Topic;"vFreeformCampGuardian ""Camp Guardian Dialogue"" [QUST:0013F400]"; \ [00] FalloutNV.esm \ [53] Dialog Topic \ [7] Children of 000000C8 \ [4491] [INFO:001449C1];;"NVCGHalford ""Private Halford"" [NPC_:0013F323]"
INFO;FalloutNV.esm;0013F3FB;;{Nervous about alerting monsters, hushed}Let's talk after we get the hell out of here.;NAM1;"GREETING ""GREETING"" [DIAL:000000C8]";Topic;"vFreeformCampGuardian ""Camp Guardian Dialogue"" [QUST:0013F400]"; \ [00] FalloutNV.esm \ [53] Dialog Topic \ [7] Children of 000000C8 \ [4492] [INFO:0013F3FB];;"NVCGHalford ""Private Halford"" [NPC_:0013F323]"
INFO;FalloutNV.esm;0013F3FC;;{Self-satisfied}Well well, it looks like we've cleared them out, damn inbred mutant freaks. Think I'll start heading back to California now.|There have been way too many catastrophic NCR foul-ups around here for me to risk my life by sticking around.;NAM1;"GREETING ""GREETING"" [DIAL:000000C8]";Topic;"vFreeformCampGuardian ""Camp Guardian Dialogue"" [QUST:0013F400]"; \ [00] FalloutNV.esm \ [53] Dialog Topic \ [7] Children of 000000C8 \ [4493] [INFO:0013F3FC];;"NVCGHalford ""Private Halford"" [NPC_:0013F323]"
INFO;FalloutNV.esm;00145EC9;;{Relieved, friendly}Thanks for getting me out of there. I better get started back to California.;NAM1;"GREETING ""GREETING"" [DIAL:000000C8]";Topic;"vFreeformCampGuardian ""Camp Guardian Dialogue"" [QUST:0013F400]"; \ [00] FalloutNV.esm \ [53] Dialog Topic \ [7] Children of 000000C8 \ [4494] [INFO:00145EC9];;"NVCGHalford ""Private Halford"" [NPC_:0013F323]"
INFO;FalloutNV.esm;00148424;;Thanks for helping me out. I won't forget it.;NAM1;"GREETING ""GREETING"" [DIAL:000000C8]";Topic;"vFreeformCampGuardian ""Camp Guardian Dialogue"" [QUST:0013F400]"; \ [00] FalloutNV.esm \ [53] Dialog Topic \ [7] Children of 000000C8 \ [4495] [INFO:00148424];;
INFO;FalloutNV.esm;0014B063;;Damn muties. Wasteland is better off without 'em.;NAM1;"GREETING ""GREETING"" [DIAL:000000C8]";Topic;"vDialogueJacobstownMercenaryGeneric ""Jacobstown Mercenary Dialogue"" [QUST:0014B06A]"; \ [00] FalloutNV.esm \ [53] Dialog Topic \ [7] Children of 000000C8 \ [4496] [INFO:0014B063];;
INFO;FalloutNV.esm;0014B064;;Can't wait to get the rest of our pay for this job.;NAM1;"GREETING ""GREETING"" [DIAL:000000C8]";Topic;"vDialogueJacobstownMercenaryGeneric ""Jacobstown Mercenary Dialogue"" [QUST:0014B06A]"; \ [00] FalloutNV.esm \ [53] Dialog Topic \ [7] Children of 000000C8 \ [4497] [INFO:0014B064];;
INFO;FalloutNV.esm;0014B065;;Wish the muties would make a move. Getting sick of waiting.;NAM1;"GREETING ""GREETING"" [DIAL:000000C8]";Topic;"vDialogueJacobstownMercenaryGeneric ""Jacobstown Mercenary Dialogue"" [QUST:0014B06A]"; \ [00] FalloutNV.esm \ [53] Dialog Topic \ [7] Children of 000000C8 \ [4498] [INFO:0014B065];;
INFO;FalloutNV.esm;0014B066;;It's much cooler up here. I love it.;NAM1;"GREETING ""GREETING"" [DIAL:000000C8]";Topic;"vDialogueJacobstownMercenaryGeneric ""Jacobstown Mercenary Dialogue"" [QUST:0014B06A]"; \ [00] FalloutNV.esm \ [53] Dialog Topic \ [7] Children of 000000C8 \ [4499] [INFO:0014B066];;
INFO;FalloutNV.esm;0014B067;;Muties aren't so tough if you've got the firepower.;NAM1;"GREETING ""GREETING"" [DIAL:000000C8]";Topic;"vDialogueJacobstownMercenaryGeneric ""Jacobstown Mercenary Dialogue"" [QUST:0014B06A]"; \ [00] FalloutNV.esm \ [53] Dialog Topic \ [7] Children of 000000C8 \ [4500] [INFO:0014B067];;
INFO;FalloutNV.esm;0014B06B;;Job's done here. Time to pay a visit to Freeside.;NAM1;"GREETING ""GREETING"" [DIAL:000000C8]";Topic;"vDialogueJacobstownMercenaryGeneric ""Jacobstown Mercenary Dialogue"" [QUST:0014B06A]"; \ [00] FalloutNV.esm \ [53] Dialog Topic \ [7] Children of 000000C8 \ [4501] [INFO:0014B06B];;
INFO;FalloutNV.esm;0014B06C;;Probably should check my gear again, just to be safe.;NAM1;"GREETING ""GREETING"" [DIAL:000000C8]";Topic;"vDialogueJacobstownMercenaryGeneric ""Jacobstown Mercenary Dialogue"" [QUST:0014B06A]"; \ [00] FalloutNV.esm \ [53] Dialog Topic \ [7] Children of 000000C8 \ [4502] [INFO:0014B06C];;
INFO;FalloutNV.esm;00148A3E;;Just had to go and start a fight with the mercs, didn't you. Guess we'd better finish things.;NAM1;"GREETING ""GREETING"" [DIAL:000000C8]";Topic;"vDialogueJacobstown ""Jacobstown NPC Dialogue"" [QUST:0013BF54]"; \ [00] FalloutNV.esm \ [53] Dialog Topic \ [7] Children of 000000C8 \ [4503] [INFO:00148A3E];;
INFO;FalloutNV.esm;00148A1A;;Not the outcome I was hoping for with the mercs. At least it buys us time to build up our defenses.|Had hoped to start reaching out to NCR, start talking trade and borders. It'll be more difficult now.;NAM1;"GREETING ""GREETING"" [DIAL:000000C8]";Topic;"vDialogueJacobstown ""Jacobstown NPC Dialogue"" [QUST:0013BF54]"; \ [00] FalloutNV.esm \ [53] Dialog Topic \ [7] Children of 000000C8 \ [4504] [INFO:00148A1A];;
INFO;FalloutNV.esm;001403F9;;{Regretful}So, Keene's dead. Knew it might come to that some day. {Beat, slight weariness}Makes things difficult for the town.|Without Keene, it'll be hard to convince other Nightkin in the wasteland to come here. And harder to get the ones here to stay.;NAM1;"GREETING ""GREETING"" [DIAL:000000C8]";Topic;"vDialogueJacobstown ""Jacobstown NPC Dialogue"" [QUST:0013BF54]"; \ [00] FalloutNV.esm \ [53] Dialog Topic \ [7] Children of 000000C8 \ [4505] [INFO:001403F9];;
INFO;FalloutNV.esm;001403FA;;{sighing}Was hard enough to convince Keene to come up here in the first place, and you gave him an excuse to leave. Better than killing him, I guess.|Always a chance I could get him to come back. Not counting on it. {glum}Hope the town doesn't take the blame for whatever trouble he gets into.;NAM1;"GREETING ""GREETING"" [DIAL:000000C8]";Topic;"vDialogueJacobstown ""Jacobstown NPC Dialogue"" [QUST:0013BF54]"; \ [00] FalloutNV.esm \ [53] Dialog Topic \ [7] Children of 000000C8 \ [4506] [INFO:001403FA];;
INFO;FalloutNV.esm;00147D22;;{Nods, respectful}I like how you handled Keene. Without the Nightkin around, Jacobstown would be much weaker than it is.;NAM1;"GREETING ""GREETING"" [DIAL:000000C8]";Topic;"vDialogueJacobstown ""Jacobstown NPC Dialogue"" [QUST:0013BF54]"; \ [00] FalloutNV.esm \ [53] Dialog Topic \ [7] Children of 000000C8 \ [4507] [INFO:00147D22];;
INFO;FalloutNV.esm;0013E50F;;Something on your mind?;NAM1;"GREETING ""GREETING"" [DIAL:000000C8]";Topic;"vDialogueJacobstown ""Jacobstown NPC Dialogue"" [QUST:0013BF54]"; \ [00] FalloutNV.esm \ [53] Dialog Topic \ [7] Children of 000000C8 \ [4508] [INFO:0013E50F];;
INFO;FalloutNV.esm;0013D8D3;;Huh. I'd heard there were new people in town, but I thought it was more Super Mutants. Nice to meet you - I'm Calamity.;NAM1;"GREETING ""GREETING"" [DIAL:000000C8]";Topic;"vDialogueJacobstown ""Jacobstown NPC Dialogue"" [QUST:0013BF54]"; \ [00] FalloutNV.esm \ [53] Dialog Topic \ [7] Children of 000000C8 \ [4509] [INFO:0013D8D3];;
INFO;FalloutNV.esm;0014BE0E;;{Marcus dead}Losing Marcus is bad news for Jacobstown. I doubt the mutants will stick around for long.;NAM1;"GREETING ""GREETING"" [DIAL:000000C8]";Topic;"vDialogueJacobstown ""Jacobstown NPC Dialogue"" [QUST:0013BF54]"; \ [00] FalloutNV.esm \ [53] Dialog Topic \ [7] Children of 000000C8 \ [4510] [INFO:0014BE0E];;
INFO;FalloutNV.esm;0013E6BA;;With Doctor Henry off to rejoin his Enclave friends, he's left it up to me to carry on with the research here.;NAM1;"GREETING ""GREETING"" [DIAL:000000C8]";Topic;"vDialogueJacobstown ""Jacobstown NPC Dialogue"" [QUST:0013BF54]"; \ [00] FalloutNV.esm \ [53] Dialog Topic \ [7] Children of 000000C8 \ [4511] [INFO:0013E6BA];;
INFO;FalloutNV.esm;0013D8D4;;Hey, there.;NAM1;"GREETING ""GREETING"" [DIAL:000000C8]";Topic;"vDialogueJacobstown ""Jacobstown NPC Dialogue"" [QUST:0013BF54]"; \ [00] FalloutNV.esm \ [53] Dialog Topic \ [7] Children of 000000C8 \ [4512] [INFO:0013D8D4];;
INFO;FalloutNV.esm;0013DBBF;;So, the Reds finally hit us, just like I always said they would. Vegas is still there as far as I know, but that probably won't last long.|Didn't get accepted into one of the Vaults, so I did the next best thing and had this place built. Got massive debts, but who cares now? Ha!|It's every man for himself now. {menace - he murdered a kid}Had to take care of the Paulson boy since he knew about this place - these supplies are for me and nobody else.|There's a woman and her daughter up in one of the rooms at the Lodge. Might go pay 'em a visit tomorrow. A man's got needs.;NAM1;"GREETING ""GREETING"" [DIAL:000000C8]";Topic;"vDialogueJacobstown ""Jacobstown NPC Dialogue"" [QUST:0013BF54]"; \ [00] FalloutNV.esm \ [53] Dialog Topic \ [7] Children of 000000C8 \ [4513] [INFO:0013DBBF];;
INFO;FalloutNV.esm;0013FD97;;Another human. One was enough.;NAM1;"GREETING ""GREETING"" [DIAL:000000C8]";Topic;"vDialogueJacobstown ""Jacobstown NPC Dialogue"" [QUST:0013BF54]"; \ [00] FalloutNV.esm \ [53] Dialog Topic \ [7] Children of 000000C8 \ [4514] [INFO:0013FD97];;
INFO;FalloutNV.esm;0014BE0F;;{Marcus dead}I always told Marcus we could never get along with humans. I'm right, and he's dead.;NAM1;"GREETING ""GREETING"" [DIAL:000000C8]";Topic;"vDialogueJacobstown ""Jacobstown NPC Dialogue"" [QUST:0013BF54]"; \ [00] FalloutNV.esm \ [53] Dialog Topic \ [7] Children of 000000C8 \ [4515] [INFO:0014BE0F];;
INFO;FalloutNV.esm;0013FD98;;Bother someone else. I don't want anything to do with you.;NAM1;"GREETING ""GREETING"" [DIAL:000000C8]";Topic;"vDialogueJacobstown ""Jacobstown NPC Dialogue"" [QUST:0013BF54]"; \ [00] FalloutNV.esm \ [53] Dialog Topic \ [7] Children of 000000C8 \ [4516] [INFO:0013FD98];;
INFO;FalloutNV.esm;00148A3F;;{Marcus dead}Huh. With the big guy dead, I guess we're done here. You've made my employers very happy.;NAM1;"GREETING ""GREETING"" [DIAL:000000C8]";Topic;"vDialogueJacobstown ""Jacobstown NPC Dialogue"" [QUST:0013BF54]"; \ [00] FalloutNV.esm \ [53] Dialog Topic \ [7] Children of 000000C8 \ [4517] [INFO:00148A3F];;
INFO;FalloutNV.esm;00148A1B;;Our business is with the muties, not you.;NAM1;"GREETING ""GREETING"" [DIAL:000000C8]";Topic;"vDialogueJacobstown ""Jacobstown NPC Dialogue"" [QUST:0013BF54]"; \ [00] FalloutNV.esm \ [53] Dialog Topic \ [7] Children of 000000C8 \ [4518] [INFO:00148A1B];;
INFO;FalloutNV.esm;00148A40;;{player not on quest}Our business is with the muties, not you.;NAM1;"GREETING ""GREETING"" [DIAL:000000C8]";Topic;"vDialogueJacobstown ""Jacobstown NPC Dialogue"" [QUST:0013BF54]"; \ [00] FalloutNV.esm \ [53] Dialog Topic \ [7] Children of 000000C8 \ [4519] [INFO:00148A40];;
INFO;FalloutNV.esm;00148A1C;;What?;NAM1;"GREETING ""GREETING"" [DIAL:000000C8]";Topic;"vDialogueJacobstown ""Jacobstown NPC Dialogue"" [QUST:0013BF54]"; \ [00] FalloutNV.esm \ [53] Dialog Topic \ [7] Children of 000000C8 \ [4520] [INFO:00148A1C];;
INFO;FalloutNV.esm;00148A1D;;We got nothing left to talk about.;NAM1;"GREETING ""GREETING"" [DIAL:000000C8]";Topic;"vDialogueJacobstown ""Jacobstown NPC Dialogue"" [QUST:0013BF54]"; \ [00] FalloutNV.esm \ [53] Dialog Topic \ [7] Children of 000000C8 \ [4521] [INFO:00148A1D];;
INFO;FalloutNV.esm;001194B5;;{MASTER QUESTION NODE, REPEATS}How else can I clue you in?;NAM1;"GREETING ""GREETING"" [DIAL:000000C8]";Topic;"VDialogueBenny ""Benny's Dialogue"" [QUST:001194B8]"; \ [00] FalloutNV.esm \ [53] Dialog Topic \ [7] Children of 000000C8 \ [4522] [INFO:001194B5];;
INFO;FalloutNV.esm;0011985E;;{MASTER QUESTION NODE, 2nd REPEATS}Something else you wanted to know?;NAM1;"GREETING ""GREETING"" [DIAL:000000C8]";Topic;"VDialogueBenny ""Benny's Dialogue"" [QUST:001194B8]"; \ [00] FalloutNV.esm \ [53] Dialog Topic \ [7] Children of 000000C8 \ [4523] [INFO:0011985E];;
INFO;FalloutNV.esm;0011C8F8;;{Question Node: THE CHIP}It's the House edge, baby - literally. It's what Mr. House needs to stack the odds in his favor.;NAM1;"GREETING ""GREETING"" [DIAL:000000C8]";Topic;"VDialogueBenny ""Benny's Dialogue"" [QUST:001194B8]"; \ [00] FalloutNV.esm \ [53] Dialog Topic \ [7] Children of 000000C8 \ [4524] [INFO:0011C8F8];;
INFO;FalloutNV.esm;0011C8F9;;{Question Node: THE CHIP}What about it?;NAM1;"GREETING ""GREETING"" [DIAL:000000C8]";Topic;"VDialogueBenny ""Benny's Dialogue"" [QUST:001194B8]"; \ [00] FalloutNV.esm \ [53] Dialog Topic \ [7] Children of 000000C8 \ [4525] [INFO:0011C8F9];;
INFO;FalloutNV.esm;0011C8FA;;{Question Node: VEGAS POLITICS}Yeah, it's a tricky world out there. I'll tell it to you straight.;NAM1;"GREETING ""GREETING"" [DIAL:000000C8]";Topic;"VDialogueBenny ""Benny's Dialogue"" [QUST:001194B8]"; \ [00] FalloutNV.esm \ [53] Dialog Topic \ [7] Children of 000000C8 \ [4526] [INFO:0011C8FA];;
INFO;FalloutNV.esm;0011C8FB;;{Question Node: VEGAS POLITICS}What else did you want to know?;NAM1;"GREETING ""GREETING"" [DIAL:000000C8]";Topic;"VDialogueBenny ""Benny's Dialogue"" [QUST:001194B8]"; \ [00] FalloutNV.esm \ [53] Dialog Topic \ [7] Children of 000000C8 \ [4527] [INFO:0011C8FB];;
INFO;FalloutNV.esm;0011C8FC;;Broad strokes? Change in management.|The Securitrons are where it's at. I need a way to control them, and a way to beef up their hitting power.|I get those two ducks in a row, Vegas can defend itself versus all comers - NCR, Caesar's Legion, it won't matter.;NAM1;"GREETING ""GREETING"" [DIAL:000000C8]";Topic;"VDialogueBenny ""Benny's Dialogue"" [QUST:001194B8]"; \ [00] FalloutNV.esm \ [53] Dialog Topic \ [7] Children of 000000C8 \ [4528] [INFO:0011C8FC];;
INFO;FalloutNV.esm;0011C8FD;;{Question Node: BENNY'S SCHEME}What else did you want to know?;NAM1;"GREETING ""GREETING"" [DIAL:000000C8]";Topic;"VDialogueBenny ""Benny's Dialogue"" [QUST:001194B8]"; \ [00] FalloutNV.esm \ [53] Dialog Topic \ [7] Children of 000000C8 \ [4529] [INFO:0011C8FD];;
INFO;FalloutNV.esm;0011C8FE;;{Question Node: TERMS AND PLAN};NAM1;"GREETING ""GREETING"" [DIAL:000000C8]";Topic;"VDialogueBenny ""Benny's Dialogue"" [QUST:001194B8]"; \ [00] FalloutNV.esm \ [53] Dialog Topic \ [7] Children of 000000C8 \ [4530] [INFO:0011C8FE];;
INFO;FalloutNV.esm;0011C8FF;;"Like I said, once the Chairmen are running Vegas, you'll get a percentage. Until then I'll pay you a retainer and bonuses for ""special missions.""";NAM1;"GREETING ""GREETING"" [DIAL:000000C8]";Topic;"VDialogueBenny ""Benny's Dialogue"" [QUST:001194B8]"; \ [00] FalloutNV.esm \ [53] Dialog Topic \ [7] Children of 000000C8 \ [4531] [INFO:0011C8FF];;
INFO;FalloutNV.esm;00155115;;{player has charged past guards to talk to Benny}What are you, crazy? These Praetorians mean business!;NAM1;"GREETING ""GREETING"" [DIAL:000000C8]";Topic;"VDialogueBenny ""Benny's Dialogue"" [QUST:001194B8]"; \ [00] FalloutNV.esm \ [53] Dialog Topic \ [7] Children of 000000C8 \ [4532] [INFO:00155115];;
INFO;FalloutNV.esm;00153B08;;{congratulating player on killing all guards}You're a scrapper, baby. They didn't stand a chance. {asking if player will let you live}How about me?;NAM1;"GREETING ""GREETING"" [DIAL:000000C8]";Topic;"VDialogueBenny ""Benny's Dialogue"" [QUST:001194B8]"; \ [00] FalloutNV.esm \ [53] Dialog Topic \ [7] Children of 000000C8 \ [4533] [INFO:00153B08];;
INFO;FalloutNV.esm;00153B09;;{not expecting a good outcome}Change in plans?;NAM1;"GREETING ""GREETING"" [DIAL:000000C8]";Topic;"VDialogueBenny ""Benny's Dialogue"" [QUST:001194B8]"; \ [00] FalloutNV.esm \ [53] Dialog Topic \ [7] Children of 000000C8 \ [4534] [INFO:00153B09];;
INFO;FalloutNV.esm;00147871;;{FIRST TALK, LOVERS}{surprised, pleased}Pussycat! Ain't this platinum? Had I known, I woulda baked a cake!|That last turn we took is an 18 karat memory, baby. It's all that's been keeping me warm at night, stuck where I am.;NAM1;"GREETING ""GREETING"" [DIAL:000000C8]";Topic;"VDialogueBenny ""Benny's Dialogue"" [QUST:001194B8]"; \ [00] FalloutNV.esm \ [53] Dialog Topic \ [7] Children of 000000C8 \ [4535] [INFO:00147871];;
INFO;FalloutNV.esm;00147872;;"{FIRST TALK, NO AMBUSH}{mock scolding}Why you little promise-breaker! {effeminate voice}""Let me live, Benny, and I'll never come after you - pinky swear!"" What a fink! Anyway...";NAM1;"GREETING ""GREETING"" [DIAL:000000C8]";Topic;"VDialogueBenny ""Benny's Dialogue"" [QUST:001194B8]"; \ [00] FalloutNV.esm \ [53] Dialog Topic \ [7] Children of 000000C8 \ [4536] [INFO:00147872];;
INFO;FalloutNV.esm;00147873;;{FIRST TALK}Go ahead and laugh, baby. I ain't blind to the humor in this situation.;NAM1;"GREETING ""GREETING"" [DIAL:000000C8]";Topic;"VDialogueBenny ""Benny's Dialogue"" [QUST:001194B8]"; \ [00] FalloutNV.esm \ [53] Dialog Topic \ [7] Children of 000000C8 \ [4537] [INFO:00147873];;
INFO;FalloutNV.esm;00147874;;{BEFORE BUNKER, SECOND TALK}Sing, baby. You got a captive audience.;NAM1;"GREETING ""GREETING"" [DIAL:000000C8]";Topic;"VDialogueBenny ""Benny's Dialogue"" [QUST:001194B8]"; \ [00] FalloutNV.esm \ [53] Dialog Topic \ [7] Children of 000000C8 \ [4538] [INFO:00147874];;
INFO;FalloutNV.esm;00147875;;{BEFORE BUNKER, BUSINESS AGAIN}Go on.;NAM1;"GREETING ""GREETING"" [DIAL:000000C8]";Topic;"VDialogueBenny ""Benny's Dialogue"" [QUST:001194B8]"; \ [00] FalloutNV.esm \ [53] Dialog Topic \ [7] Children of 000000C8 \ [4539] [INFO:00147875];;
